0.1	0.1	0.0256381
0.2	0.1	0.0248451
0.3	0.1	0.0240522
0.4	0.1	0.0232593
0.5	0.1	0.0224663
0.6	0.1	0.0216734
0.7	0.1	0.0208805
0.8	0.1	0.0200876
0.9	0.1	0.0192946
1	0.1	0.0185017
1.1	0.1	0.0177088
1.2	0.1	0.0169158
1.3	0.1	0.0161229
1.4	0.1	0.01533
1.5	0.1	0.014537
1.6	0.1	0.0137441
1.7	0.1	0.0129512
1.8	0.1	0.0121583
1.9	0.1	0.0113653
2	0.1	0.0105724
2.1	0.1	0.00977947
2.2	0.1	0.00898654
2.3	0.1	0.00819361
2.4	0.1	0.00740068
2.5	0.1	0.00660775
2.6	0.1	0.00581482
2.7	0.1	0.00502189
2.8	0.1	0.00422896
2.9	0.1	0.00343603
3	0.1	0.0026431
0.1	0.2	0.0314817
0.2	0.2	0.030508
0.3	0.2	0.0295343
0.4	0.2	0.0285607
0.5	0.2	0.027587
0.6	0.2	0.0266134
0.7	0.2	0.0256397
0.8	0.2	0.0246661
0.9	0.2	0.0236924
1	0.2	0.0227187
1.1	0.2	0.0217451
1.2	0.2	0.0207714
1.3	0.2	0.0197978
1.4	0.2	0.0188241
1.5	0.2	0.0178504
1.6	0.2	0.0168768
1.7	0.2	0.0159031
1.8	0.2	0.0149295
1.9	0.2	0.0139558
2	0.2	0.0129821
2.1	0.2	0.0120085
2.2	0.2	0.0110348
2.3	0.2	0.0100612
2.4	0.2	0.00908749
2.5	0.2	0.00811383
2.6	0.2	0.00714017
2.7	0.2	0.00616651
2.8	0.2	0.00519285
2.9	0.2	0.00421919
3	0.2	0.00324553
0.1	0.3	0.0314817
0.2	0.3	0.030508
0.3	0.3	0.0295343
0.4	0.3	0.0285607
0.5	0.3	0.027587
0.6	0.3	0.0266134
0.7	0.3	0.0256397
0.8	0.3	0.0246661
0.9	0.3	0.0236924
1	0.3	0.0227187
1.1	0.3	0.0217451
1.2	0.3	0.0207714
1.3	0.3	0.0197978
1.4	0.3	0.0188241
1.5	0.3	0.0178504
1.6	0.3	0.0168768
1.7	0.3	0.0159031
1.8	0.3	0.0149295
1.9	0.3	0.0139558
2	0.3	0.0129821
2.1	0.3	0.0120085
2.2	0.3	0.0110348
2.3	0.3	0.0100612
2.4	0.3	0.00908749
2.5	0.3	0.00811383
2.6	0.3	0.00714017
2.7	0.3	0.00616651
2.8	0.3	0.00519285
2.9	0.3	0.00421919
3	0.3	0.00324553
0.1	0.4	0.0314817
0.2	0.4	0.030508
0.3	0.4	0.0295343
0.4	0.4	0.0285607
0.5	0.4	0.027587
0.6	0.4	0.0266134
0.7	0.4	0.0256397
0.8	0.4	0.0246661
0.9	0.4	0.0236924
1	0.4	0.0227187
1.1	0.4	0.0217451
1.2	0.4	0.0207714
1.3	0.4	0.0197978
1.4	0.4	0.0188241
1.5	0.4	0.0178504
1.6	0.4	0.0168768
1.7	0.4	0.0159031
1.8	0.4	0.0149295
1.9	0.4	0.0139558
2	0.4	0.0129821
2.1	0.4	0.0120085
2.2	0.4	0.0110348
2.3	0.4	0.0100612
2.4	0.4	0.00908749
2.5	0.4	0.00811383
2.6	0.4	0.00714017
2.7	0.4	0.00616651
2.8	0.4	0.00519285
2.9	0.4	0.00421919
3	0.4	0.00324553
0.1	0.5	0.0314817
0.2	0.5	0.030508
0.3	0.5	0.0295343
0.4	0.5	0.0285607
0.5	0.5	0.027587
0.6	0.5	0.0266134
0.7	0.5	0.0256397
0.8	0.5	0.0246661
0.9	0.5	0.0236924
1	0.5	0.0227187
1.1	0.5	0.0217451
1.2	0.5	0.0207714
1.3	0.5	0.0197978
1.4	0.5	0.0188241
1.5	0.5	0.0178504
1.6	0.5	0.0168768
1.7	0.5	0.0159031
1.8	0.5	0.0149295
1.9	0.5	0.0139558
2	0.5	0.0129821
2.1	0.5	0.0120085
2.2	0.5	0.0110348
2.3	0.5	0.0100612
2.4	0.5	0.00908749
2.5	0.5	0.00811383
2.6	0.5	0.00714017
2.7	0.5	0.00616651
2.8	0.5	0.00519285
2.9	0.5	0.00421919
3	0.5	0.00324553
0.1	0.6	0.0314817
0.2	0.6	0.030508
0.3	0.6	0.0295343
0.4	0.6	0.0285607
0.5	0.6	0.027587
0.6	0.6	0.0266134
0.7	0.6	0.0256397
0.8	0.6	0.0246661
0.9	0.6	0.0236924
1	0.6	0.0227187
1.1	0.6	0.0217451
1.2	0.6	0.0207714
1.3	0.6	0.0197978
1.4	0.6	0.0188241
1.5	0.6	0.0178504
1.6	0.6	0.0168768
1.7	0.6	0.0159031
1.8	0.6	0.0149295
1.9	0.6	0.0139558
2	0.6	0.0129821
2.1	0.6	0.0120085
2.2	0.6	0.0110348
2.3	0.6	0.0100612
2.4	0.6	0.00908749
2.5	0.6	0.00811383
2.6	0.6	0.00714017
2.7	0.6	0.00616651
2.8	0.6	0.00519285
2.9	0.6	0.00421919
3	0.6	0.00324553
0.1	0.7	0.0314817
0.2	0.7	0.030508
0.3	0.7	0.0295343
0.4	0.7	0.0285607
0.5	0.7	0.027587
0.6	0.7	0.0266134
0.7	0.7	0.0256397
0.8	0.7	0.0246661
0.9	0.7	0.0236924
1	0.7	0.0227187
1.1	0.7	0.0217451
1.2	0.7	0.0207714
1.3	0.7	0.0197978
1.4	0.7	0.0188241
1.5	0.7	0.0178504
1.6	0.7	0.0168768
1.7	0.7	0.0159031
1.8	0.7	0.0149295
1.9	0.7	0.0139558
2	0.7	0.0129821
2.1	0.7	0.0120085
2.2	0.7	0.0110348
2.3	0.7	0.0100612
2.4	0.7	0.00908749
2.5	0.7	0.00811383
2.6	0.7	0.00714017
2.7	0.7	0.00616651
2.8	0.7	0.00519285
2.9	0.7	0.00421919
3	0.7	0.00324553
0.1	0.8	0.0314817
0.2	0.8	0.030508
0.3	0.8	0.0295343
0.4	0.8	0.0285607
0.5	0.8	0.027587
0.6	0.8	0.0266134
0.7	0.8	0.0256397
0.8	0.8	0.0246661
0.9	0.8	0.0236924
1	0.8	0.0227187
1.1	0.8	0.0217451
1.2	0.8	0.0207714
1.3	0.8	0.0197978
1.4	0.8	0.0188241
1.5	0.8	0.0178504
1.6	0.8	0.0168768
1.7	0.8	0.0159031
1.8	0.8	0.0149295
1.9	0.8	0.0139558
2	0.8	0.0129821
2.1	0.8	0.0120085
2.2	0.8	0.0110348
2.3	0.8	0.0100612
2.4	0.8	0.00908749
2.5	0.8	0.00811383
2.6	0.8	0.00714017
2.7	0.8	0.00616651
2.8	0.8	0.00519285
2.9	0.8	0.00421919
3	0.8	0.00324553
0.1	0.9	0.0314817
0.2	0.9	0.030508
0.3	0.9	0.0295343
0.4	0.9	0.0285607
0.5	0.9	0.027587
0.6	0.9	0.0266134
0.7	0.9	0.0256397
0.8	0.9	0.0246661
0.9	0.9	0.0236924
1	0.9	0.0227187
1.1	0.9	0.0217451
1.2	0.9	0.0207714
1.3	0.9	0.0197978
1.4	0.9	0.0188241
1.5	0.9	0.0178504
1.6	0.9	0.0168768
1.7	0.9	0.0159031
1.8	0.9	0.0149295
1.9	0.9	0.0139558
2	0.9	0.0129821
2.1	0.9	0.0120085
2.2	0.9	0.0110348
2.3	0.9	0.0100612
2.4	0.9	0.00908749
2.5	0.9	0.00811383
2.6	0.9	0.00714017
2.7	0.9	0.00616651
2.8	0.9	0.00519285
2.9	0.9	0.00421919
3	0.9	0.00324553
0.1	1	0.0314817
0.2	1	0.030508
0.3	1	0.0295343
0.4	1	0.0285607
0.5	1	0.027587
0.6	1	0.0266134
0.7	1	0.0256397
0.8	1	0.0246661
0.9	1	0.0236924
1	1	0.0227187
1.1	1	0.0217451
1.2	1	0.0207714
1.3	1	0.0197978
1.4	1	0.0188241
1.5	1	0.0178504
1.6	1	0.0168768
1.7	1	0.0159031
1.8	1	0.0149295
1.9	1	0.0139558
2	1	0.0129821
2.1	1	0.0120085
2.2	1	0.0110348
2.3	1	0.0100612
2.4	1	0.00908749
2.5	1	0.00811383
2.6	1	0.00714017
2.7	1	0.00616651
2.8	1	0.00519285
2.9	1	0.00421919
3	1	0.00324553
