-165.886,749.448,-12.711
0.978187,-0.204323,-0.0374579
0.204829,0.978745,0.0101665
0.0345845,-0.0176172,0.999246
0,-2.01886,3.53816,-1.73998
1,-7.60576,15.6604,-0.29706
2,-5.89573,15.7499,-0.487007
3,-3.03828,5.76844,-1.72128
4,-3.8873,9.43852,-1.98338
5,-6.75575,15.7604,-0.00706439
6,-5.04575,15.7398,-0.196951
7,-5.23671,11.6689,-1.9347
8,-5.57591,14.729,-1.96642
9,-7.63577,15.7307,0.0728996
10,-5.89574,15.7901,-0.0970296
11,-6.64572,15.4794,-1.7769
12,-5.00571,15.5991,-1.50687
13,-6.7158,15.6506,0.362999
14,-5.05577,15.74,0.173049
15,-6.67574,15.5397,-1.16694
16,-5.82573,15.5594,-1.3269
17,-7.58582,15.6209,0.472964
18,-5.87578,15.7203,0.263011
19,-7.54576,15.5,-1.08697
20,-5.05569,15.7694,-0.956968
22,-5.90578,15.8005,0.652964
23,-6.72573,15.6799,-0.787018
24,-5.87571,15.7297,-0.866995
27,-7.59575,15.6302,-0.697042
28,-5.05572,15.7696,-0.576968
29,-7.14576,16.8332,4.80232
30,-6.82519,18.7224,3.56128
31,-6.72575,15.6802,-0.397018
32,-2.01885,3.57816,-1.75
33,-7.53576,15.6504,-0.30705
34,-5.81573,15.7199,-0.486986
35,-2.9883,5.68844,-1.70123
36,-3.85729,9.45851,-1.98338
37,-6.69575,15.7804,-0.00707192
38,-4.99574,15.7798,-0.20697
39,-5.19671,11.6889,-1.93471
40,-5.5059,14.749,-1.96643
41,-7.56577,15.7306,0.0729038
42,-5.84574,15.8001,-0.0970321
43,-6.58572,15.4893,-1.7769
44,-4.95571,15.5991,-1.49687
45,-6.66579,15.6906,0.37298
46,-4.98577,15.75,0.173047
47,-6.60574,15.5397,-1.16693
48,-5.77572,15.5794,-1.32691
49,-7.53581,15.6408,0.472956
50,-5.81578,15.7203,0.263014
51,-7.49575,15.52,-1.08697
52,-4.99569,15.7794,-0.95697
54,-5.84578,15.8105,0.652962
55,-6.67573,15.6799,-0.787015
