-200.324,740.867,-13.9501
0.975925,-0.21206,-0.0510086
0.212076,0.97724,-0.00515821
0.0509415,-0.00578368,0.998685
0,0.226066,3.5989,-1.77032
2,4.02194,15.7801,-0.469189
3,0.664887,6.0291,-1.7396
4,2.0528,9.46993,-1.96977
5,3.19266,15.8094,0.0121112
6,4.89237,15.8103,-0.180518
7,2.24152,12.13,-1.92854
8,3.79994,15.0808,-1.98925
10,4.05249,15.8699,-0.0791843
11,3.12014,15.5103,-1.71795
12,4.83036,15.6311,-1.54053
13,3.18325,15.7492,0.372092
14,4.89295,15.8001,0.189476
15,3.14104,15.59,-1.10794
16,3.97071,15.6105,-1.31921
18,4.03309,15.7996,0.280806
19,2.3711,15.7595,-1.01665
20,8.44533,25.5129,-1.57044
22,4.06365,15.8994,0.680817
23,3.18154,15.7398,-0.737913
24,4.01135,15.7803,-0.849173
27,2.3617,15.7293,-0.63665
28,4.91173,15.8406,-0.580531
31,3.17213,15.7296,-0.357903
32,0.24606,3.60891,-1.77035
34,4.08194,15.7801,-0.469282
35,0.664923,5.98909,-1.72963
36,2.0928,9.45995,-1.96984
37,3.26265,15.8394,0.0120202
38,4.95238,15.7904,-0.180622
39,2.28152,12.12,-1.9286
40,3.85995,15.0609,-1.98935
41,2.41284,15.7089,0.0932599
42,4.1125,15.8599,-0.0792828
43,3.17014,15.5104,-1.71803
44,4.89034,15.6311,-1.55062
45,3.24327,15.7492,0.381999
46,4.96294,15.8102,0.189373
47,3.20102,15.6,-1.11802
48,4.03069,15.6206,-1.3293
49,2.42341,15.7187,0.46325
50,4.10309,15.8197,0.290709
51,2.44107,15.8196,-1.01672
52,8.54535,25.493,-1.5606
54,4.13364,15.9195,0.68072
55,3.23155,15.7198,-0.738001
56,4.09133,15.7903,-0.859291
60,4.95175,15.8106,-0.58061
63,3.2321,15.7596,-0.367979
64,0.256071,3.58891,-1.77038
65,2.48226,15.7492,-0.266825
66,4.15193,15.7901,-0.469384
67,0.694918,5.99911,-1.72967
68,2.12282,9.44996,-1.95989
69,3.32265,15.8394,0.0119274
70,5.03236,15.8204,-0.180729
71,2.33153,12.1101,-1.92869
72,3.90995,15.0509,-1.98944
73,2.47286,15.709,0.103167
74,4.17249,15.8699,-0.0793699
75,3.23014,15.5104,-1.71812
76,4.96033,15.6412,-1.55072
77,3.30327,15.7492,0.381906
78,5.02294,15.8202,0.189286
79,3.26102,15.6001,-1.11812
80,4.09069,15.6206,-1.32939
81,2.47341,15.7487,0.47319
82,4.1631,15.8097,0.290611
83,2.50105,15.8296,-1.02681
84,8.63535,25.473,-1.57075
86,4.19364,15.9195,0.680627
