-375.519,682.352,-24.2429
0.917604,-0.396979,-0.0202848
0.395311,0.916713,-0.0580248
0.04163,0.045225,0.998109
0,-1.82361,4.24515,-2.03595
1,-37.6099,123.79,-2.46725
2,-28.5357,143.336,-4.51573
3,-2.7741,7.24489,-2.10117
4,-3.13487,11.0745,-2.2692
5,-40.2413,161.354,-0.297445
6,-23.6341,159.682,-2.19031
7,-4.63559,14.924,-2.40545
8,-5.14714,21.573,-2.82957
9,-38.1653,125.706,0.529343
10,-31.8027,160.423,-1.24888
11,-7.60821,27.1322,-3.04812
12,-6.28036,37.1812,-3.57283
14,-24.4188,165.251,1.59845
15,-13.7027,52.1696,-3.83462
16,-9.101,42.1108,-3.56939
19,-16.9928,54.0595,-3.6936
20,-11.2462,72.2288,-4.39364
27,-16.8806,53.6625,-2.37288
28,-23.4999,158.634,-5.90818
31,-39.9773,160.206,-4.1253
32,-1.82361,4.25515,-2.03598
33,-37.2399,124.13,-2.46861
34,-28.316,144.876,-4.56954
35,-2.7541,7.25489,-2.10123
36,-3.09487,11.0745,-2.26926
37,-39.6713,161.444,-0.298561
39,-4.58559,14.944,-2.40557
40,-5.07714,21.603,-2.82975
41,-48.9401,164.265,0.689959
42,-28.2404,144.604,-1.12904
43,-7.52822,27.1922,-3.04838
44,-6.17039,37.3012,-3.58328
46,-23.9388,165.971,1.60606
47,-13.5428,52.3396,-3.84526
48,-8.92097,42.0209,-3.55948
51,-16.7327,53.8196,-3.68347
52,-11.0363,72.5488,-4.4047
60,-22.9499,158.784,-5.9094
63,-39.4774,160.546,-4.13687
64,-1.79359,4.24518,-2.026
65,-36.84,124.38,-2.47981
66,-27.736,144.646,-4.55996
67,-2.7241,7.26489,-2.1013
68,-3.05487,11.0845,-2.26935
69,-39.1013,161.574,-0.299767
71,-4.53559,14.944,-2.40565
72,-5.00714,21.633,-2.82993
73,-48.2001,163.855,0.689694
74,-29.742,155.534,-1.2112
75,-7.43825,27.2522,-3.05866
76,-6.06043,37.4312,-3.59375
79,-13.4028,52.5396,-3.85593
80,-8.85107,42.4008,-3.59044
83,-16.823,54.8694,-3.74569
84,-10.7963,72.6888,-4.41539
87,-20.8274,83.988,-4.17471
88,-16.4681,83.5976,-4.61082
95,-38.9674,160.946,-4.13858
96,-1.77359,4.25518,-2.02606
97,-47.5564,163.697,-3.261
