-326.574,703.8,-21.4686
0.940021,-0.337166,-0.0517622
0.33521,0.941163,-0.0429678
0.063204,0.0230395,0.997735
0,-0.128016,4.18077,-1.99132
1,7.7393,108.201,-1.95948
2,16.6127,97.6016,-2.94417
3,0.00855876,6.87098,-1.95307
4,0.845139,9.55205,-1.95493
5,12.3669,102.518,-0.0666102
6,20.5885,93.2678,-1.17205
7,0.68196,12.0519,-1.89651
8,1.77847,14.7833,-1.91845
9,7.76949,108.383,0.550397
10,16.6429,97.7531,-0.63427
11,1.34547,17.1427,-1.8699
12,3.57273,19.2956,-1.86166
14,20.5889,93.2392,1.03797
15,11.3854,94.9525,-6.74159
16,14.6658,86.6964,-7.23683
19,7.10886,100.107,-6.48418
20,20.4783,92.8348,-5.60176
23,12.3364,102.265,-4.86644
24,16.5726,97.3501,-5.244
27,7.71943,107.769,-4.4692
28,20.5285,93.0063,-3.39188
31,12.3566,102.446,-2.46656
32,-0.128016,4.18077,-1.99132
33,8.12988,107.751,-1.94926
34,16.9331,97.232,-2.93398
35,0.0385859,6.85102,-1.94306
36,0.875139,9.55208,-1.95494
37,12.7073,102.148,-0.0664302
38,20.8889,92.9382,-1.17189
39,0.731973,12.0419,-1.89652
40,1.82852,14.7433,-1.91844
41,8.14005,107.943,0.540617
42,16.9733,97.4136,-0.634107
43,1.40548,17.1328,-1.8699
44,3.65271,19.3057,-1.86168
46,20.8893,92.9196,1.03812
47,11.7554,94.953,-6.75165
48,14.986,86.5668,-7.2268
51,7.48887,100.098,-6.49423
52,20.7987,92.5153,-5.58161
55,12.6769,101.895,-4.85626
56,16.893,97.0105,-5.23384
59,8.09999,107.33,-4.45898
60,20.8388,92.6967,-3.38173
63,12.707,102.067,-2.45638
64,-0.0980016,4.17082,-1.98132
65,8.46046,107.292,-1.94902
66,17.2236,96.8924,-2.92382
67,0.0685587,6.87105,-1.95308
68,0.915139,9.55213,-1.95495
69,13.0178,101.769,-0.0662386
70,21.1693,92.6586,-1.16176
71,0.77196,12.052,-1.89653
72,1.87855,14.7234,-1.91843
73,8.4906,107.514,0.540834
74,17.2537,97.1039,-0.633956
75,1.4655,17.1229,-1.8699
76,3.72271,19.3058,-1.86169
78,21.1497,92.62,1.02827
79,12.0854,94.9534,-6.7517
80,15.296,86.5972,-7.23688
83,7.83878,100.168,-6.49434
84,21.069,92.2556,-5.57148
87,12.9973,101.526,-4.83608
88,17.1835,96.6809,-5.21367
91,8.43055,106.89,-4.43876
92,21.1092,92.4171,-3.37159
95,13.0175,101.687,-2.44619
96,-0.0880033,4.17083,-1.99132
97,8.801,106.872,-1.93881
98,17.514,96.5828,-2.92367
99,0.0885859,6.85108,-1.94307
100,0.945152,9.54217,-1.95495
101,13.3383,101.429,-0.0660745
102,21.4397,92.3589,-1.16161
103,0.811972,12.042,-1.89653
105,8.82116,107.074,0.54106
106,17.5441,96.7543,-0.63378
107,1.52551,17.113,-1.86991
108,3.79273,19.2959,-1.86169
110,21.4401,92.3403,1.0284
111,12.4354,94.9338,-6.75175
112,15.606,86.5976,-7.24693
115,8.20868,100.249,-6.50445
116,21.3394,91.956,-5.56134
119,13.3078,101.166,-4.8259
120,17.4739,96.3613,-5.20352
123,8.77108,106.481,-4.41855
124,21.3796,92.1074,-3.37144
127,13.328,101.338,-2.44601
128,-0.0680161,4.18085,-1.99133
129,9.1115,106.483,-1.92861
130,17.7644,96.2531,-2.9135
131,0.108599,6.84111,-1.94307
132,0.975164,9.53221,-1.95494
133,13.6087,101.05,-0.0658761
134,21.67,92.0992,-1.16148
135,0.841972,12.0421,-1.89653
136,1.97855,14.7235,-1.91845
137,9.13167,106.674,0.541265
138,17.7945,96.4346,-0.633617
139,1.57553,17.093,-1.8699
140,3.86273,19.296,-1.8617
142,21.6704,92.0506,1.02855
143,12.7354,94.9542,-6.76181
144,15.9258,86.738,-7.25707
147,8.51871,100.219,-6.50449
151,13.5782,100.817,-4.80572
152,17.7143,96.0416,-5.18335
155,9.07166,106.031,-4.40831
159,13.5984,100.998,-2.43584
160,-0.0680033,4.17085,-1.99132
161,9.48209,106.023,-1.92838
162,18.0948,95.9535,-2.90336
163,0.138599,6.84115,-1.94307
164,1.01516,9.53226,-1.95495
165,13.9492,100.66,-0.0656833
167,0.901998,12.0222,-1.89653
168,2.03855,14.7236,-1.91846
169,9.50225,106.225,0.541491
170,18.1149,96.145,-0.613485
171,1.64552,17.1031,-1.86992
172,3.93273,19.296,-1.87172
175,13.1055,94.9047,-6.76184
176,16.2559,86.6484,-7.25707
179,8.90882,100.14,-6.5045
180,4.08206,19.9067,-1.20213
183,13.9187,100.437,-4.79554
184,18.0347,95.742,-5.17321
187,9.44219,105.612,-4.38811
188,4.32096,20.8273,-0.762765
191,13.9489,100.629,-2.42566
192,-0.0380034,4.17089,-1.99133
193,9.78255,105.664,-1.9182
194,18.3452,95.6439,-2.9032
195,0.158597,6.84117,-1.95308
196,1.04518,9.5223,-1.95495
197,14.2197,100.31,-0.0655042
199,0.941983,12.0322,-1.90654
200,2.08857,14.7037,-1.91845
201,9.79277,105.815,0.531705
202,18.3853,95.8354,-0.623331
203,1.69555,17.0832,-1.86992
204,4.00273,19.2961,-1.87173
206,4.39113,20.828,0.227223
207,13.4055,94.8851,-6.76188
208,16.4862,86.4487,-7.24698
211,9.21878,100.17,-6.50457
215,14.1892,100.077,-4.77535
216,18.2951,95.4323,-5.16306
219,9.72267,105.242,-4.37792
220,4.12229,19.787,-0.722063
223,14.2193,100.299,-2.4255
224,-0.0279906,4.1609,-1.99132
225,10.1131,105.204,-1.90796
226,18.6455,95.3542,-2.89307
227,0.178597,6.84119,-1.95308
228,1.07518,9.52234,-1.95495
229,14.5402,99.9508,-0.0653272
231,0.971998,12.0222,-1.89654
232,2.13856,14.7137,-1.91847
233,10.1433,105.416,0.531903
234,18.6758,95.4857,-0.623156
235,1.76556,17.0733,-1.86992
236,4.07273,19.2962,-1.87174
239,13.7555,94.8355,-6.76191
240,3.28149,20.2853,-1.70224
243,9.60867,100.25,-6.51469
247,14.5096,99.7678,-4.76521
248,18.5855,95.1027,-5.1529
251,10.0932,104.862,-4.35773
252,4.19232,19.7671,-0.722062
255,14.5398,99.9393,-2.41532
256,-0.0179906,4.16092,-1.99133
257,10.4536,104.824,-1.90777
258,18.926,95.0246,-2.8829
259,0.198597,6.84122,-1.95308
260,1.10518,9.52238,-1.95496
261,14.8306,99.5912,-0.0651451
263,1.01201,12.0123,-1.89654
264,2.19857,14.7038,-1.91847
265,10.4738,105.046,0.532085
266,18.9661,95.2261,-0.623038
267,1.81556,17.0733,-1.86993
268,4.14274,19.2863,-1.87175
271,14.0956,94.8259,-6.76196
272,17.1362,86.4195,-7.25707
275,9.95874,100.201,-6.51472
279,14.8101,99.3982,-4.74502
280,18.8759,94.7931,-5.13275
283,10.4137,104.443,-4.34752
287,14.8402,99.6097,-2.40516
288,0.0019966,4.17094,-1.99134
289,10.7641,104.415,-1.89756
290,19.1863,94.7249,-2.87275
291,0.21861,6.83124,-1.95308
292,1.1452,9.50243,-1.95495
293,15.131,99.2616,-0.064984
295,1.06201,12.0124,-1.90655
296,2.2386,14.6839,-1.91847
297,10.7843,104.646,0.532289
298,19.2365,94.9065,-0.622878
299,1.87557,17.0634,-1.86993
300,4.21272,19.2964,-1.88176
303,14.4055,94.8463,-6.77203
304,17.4461,86.4999,-7.26718
307,10.2887,100.201,-6.51477
308,22.9216,90.288,-5.50053
311,15.1005,99.0785,-4.73486
312,19.1362,94.5234,-5.12262
315,10.7242,104.063,-4.32733
316,22.9617,90.4395,-3.32064
319,15.1307,99.2401,-2.40497
320,0.0220221,4.15097,-1.99133
321,11.0846,104.025,-1.88736
322,19.4767,94.4453,-2.87262
323,0.23861,6.83127,-1.95308
324,1.1652,9.50245,-1.95496
325,15.4315,98.922,-0.0648164
326,23.2722,90.3713,-1.14064
327,1.11202,12.0024,-1.90655
328,2.29859,14.6939,-1.91848
329,11.1147,104.287,0.532465
330,19.5169,94.6168,-0.622739
331,1.93558,17.0535,-1.86994
332,4.28271,19.3065,-1.87178
334,23.2726,90.3526,1.00937
335,14.7356,94.7868,-6.77204
336,17.7562,86.4503,-7.2672
339,10.6289,100.082,-6.50475
340,23.1819,90.0084,-5.4804
343,15.391,98.6989,-4.72467
344,19.4266,94.2238,-5.11247
347,11.0447,103.654,-4.31712
348,23.2221,90.1698,-3.32051
351,15.4311,98.9305,-2.39482
352,0.0320093,4.16098,-1.99133
353,11.4051,103.646,-1.88717
354,19.7571,94.1657,-2.86249
355,0.268599,6.84131,-1.9431
356,1.2052,9.5025,-1.95496
357,15.7319,98.5823,-0.0646488
358,23.5425,90.1216,-1.14053
359,1.15202,12.0025,-1.90656
360,2.33863,14.664,-1.91847
361,11.4253,103.867,0.522682
362,19.7972,94.3272,-0.6226
363,2.00558,17.0536,-1.86995
364,4.36271,19.3066,-1.8818
366,23.5329,90.073,1.0095
367,15.0955,94.8372,-6.77214
368,18.0165,86.1906,-7.24707
371,11.157,101.562,-6.60579
372,23.4423,89.7387,-5.47027
375,15.6914,98.3693,-4.70451
376,19.707,93.9242,-5.10233
379,11.3552,103.304,-4.29695
380,23.4725,89.8601,-3.31035
383,15.7216,98.5208,-2.38461
384,0.0530043,4.14137,-1.99132
385,11.7578,103.266,-1.87608
386,20.0595,93.8462,-2.85147
387,0.309612,6.83172,-1.95306
388,1.24625,9.4929,-1.9549
389,16.0544,98.2429,-0.0635994
390,23.8449,89.8521,-1.13956
391,1.20313,11.9729,-1.89647
392,2.40975,14.6444,-1.91836
393,11.7879,103.458,0.523794
394,20.0997,94.0177,-0.621584
395,2.07672,17.044,-1.86983
396,4.45386,19.307,-1.88165
398,23.8253,89.7834,1.01049
399,15.4378,94.6879,-6.77125
400,18.3783,86.3013,-7.26641
403,11.5194,101.403,-6.60486
404,23.7247,89.4292,-5.45927
407,16.0139,98.0299,-4.69346
408,20.0194,93.6347,-5.08133
411,11.7179,102.905,-4.28585
412,23.7748,89.6106,-3.29939
415,16.0441,98.2014,-2.37357
416,0.0629917,4.15138,-1.99132
417,12.0682,102.907,-1.8759
418,20.3199,93.5365,-2.85132
419,0.319624,6.82173,-1.95306
420,1.27625,9.49294,-1.95491
421,16.3249,97.9032,-0.0634284
422,24.0852,89.5924,-1.13943
423,1.2431,11.9929,-1.90649
424,2.45972,14.6645,-1.91838
425,12.0883,103.148,0.523941
426,20.3601,93.708,-0.61143
427,2.11675,17.0241,-1.86982
428,4.52388,19.2971,-1.88166
430,24.0557,89.5137,1.01062
431,15.7579,94.6583,-6.77128
432,18.6684,86.2416,-7.26642
435,11.8594,101.343,-6.59488
436,23.975,89.1795,-5.44915
439,16.2944,97.6903,-4.68329
440,20.2698,93.3251,-5.07117
443,12.0183,102.525,-4.27565
444,24.0152,89.3209,-3.28925
447,16.3245,97.8918,-2.37342
448,0.0929917,4.15142,-1.99133
