-193.825,742.512,-13.6289
0.976263,-0.210772,-0.0498587
0.210771,0.977521,-0.00532374
0.04986,-0.00531141,0.998742
0,-0.205916,3.68927,-1.76283
1,0.48759,15.6892,-0.259162
2,2.07792,15.7597,-0.446165
3,-0.0366985,6.23932,-1.76201
4,0.972637,9.92968,-2.00939
5,1.28705,15.7994,0.0123598
6,2.8774,15.7599,-0.164665
7,0.861729,12.7096,-1.97905
8,2.03089,15.51,-1.98631
9,0.516893,15.8191,0.0909191
10,2.0872,15.8396,-0.0761315
11,1.24031,15.5097,-1.67779
12,2.84991,15.6302,-1.48474
13,1.2764,15.7093,0.372323
14,2.88673,15.7798,0.185357
15,1.24917,15.6096,-1.08775
16,2.04953,15.5999,-1.27625
17,0.506258,15.6891,0.450874
18,2.07655,15.7796,0.283837
19,0.498978,15.6893,-0.999142
20,2.87882,15.7701,-0.924662
22,2.06586,15.7395,0.65381
23,1.27847,15.6995,-0.727677
24,2.07863,15.7598,-0.826165
27,0.488287,15.6793,-0.629163
28,2.88809,15.81,-0.544636
31,1.27775,15.6994,-0.347678
32,-0.185919,3.69928,-1.76279
33,0.547593,15.6792,-0.259051
34,2.12793,15.7397,-0.446075
35,-0.0166985,6.23933,-1.76197
36,1.01263,9.94969,-2.00931
37,1.34704,15.8194,0.0124762
38,2.93737,15.7799,-0.154549
39,0.901729,12.7097,-1.97897
40,2.08089,15.5,-1.98621
41,0.566905,15.7791,0.091005
42,2.14721,15.8297,-0.0760209
43,1.30031,15.5097,-1.67768
44,2.90991,15.6302,-1.48463
45,1.3264,15.7093,0.372416
46,2.94671,15.7799,0.195469
47,1.31917,15.6196,-1.08762
48,2.09955,15.5999,-1.28616
49,0.556224,15.7391,0.460978
50,2.11653,15.7596,0.293908
51,0.558981,15.6794,-0.999031
52,16.7478,72.375,-4.27751
54,2.12585,15.7395,0.663923
55,1.31846,15.7095,-0.7276
56,2.13863,15.7698,-0.82605
59,0.558293,15.6593,-0.629036
60,2.9481,15.79,-0.544527
63,1.31777,15.7195,-0.357599
64,-0.185907,3.71928,-1.77279
65,0.607596,15.6692,-0.258941
66,2.18792,15.7697,-0.445957
67,0.00330147,6.23933,-1.76193
68,1.05264,9.9297,-2.00924
69,1.39704,15.8094,0.0125681
70,3.00739,15.7899,-0.164415
71,0.951729,12.7097,-1.97888
72,2.14089,15.49,-1.9861
73,0.616902,15.7892,0.0911008
74,2.20721,15.8297,-0.0759084
75,1.36031,15.5097,-1.67756
76,2.96991,15.6202,-1.48452
77,1.3864,15.7193,0.372531
78,3.00674,15.7699,0.18558
79,1.37917,15.6196,-1.0875
80,2.15955,15.5999,-1.28605
81,0.606236,15.6991,0.461064
82,2.18656,15.7496,0.284038
83,0.618978,15.6894,-0.998917
84,3.00881,15.7901,-0.924414
86,2.18586,15.7395,0.654035
87,1.38846,15.7196,-0.727467
88,2.18864,15.7498,-0.82596
91,0.608287,15.6793,-0.628938
92,3.00811,15.8,-0.554413
95,1.38776,15.7295,-0.357466
96,-0.155891,3.72929,-1.78273
97,0.667589,15.6892,-0.258824
98,2.24792,15.7598,-0.445846
99,0.0333202,6.23935,-1.77188
100,1.08264,9.91971,-2.00919
101,1.45705,15.7894,0.0126767
102,3.0674,15.79,-0.174303
103,1.00173,12.7097,-1.97879
104,2.20089,15.5001,-1.98599
105,0.676902,15.7892,0.0912134
106,2.25721,15.8297,-0.0758146
107,1.41029,15.4997,-1.66747
108,3.02991,15.6202,-1.48441
109,1.44639,15.7394,0.372647
110,3.05673,15.7799,0.185676
111,1.42916,15.6296,-1.08741
112,2.20955,15.5999,-1.28595
113,0.666233,15.7091,0.461178
114,2.24654,15.7896,0.284158
115,0.668974,15.6994,-0.998821
116,3.06883,15.7801,-0.934303
118,2.23586,15.7395,0.654129
119,1.43846,15.7096,-0.727375
120,2.23863,15.7798,-0.825861
123,0.668286,15.6793,-0.628826
124,3.0681,15.78,-0.544304
127,1.44776,15.7295,-0.357353
128,-0.145891,3.72929,-1.78271
129,0.727589,15.6893,-0.258712
130,2.29792,15.7498,-0.445755
131,0.0533201,6.23935,-1.77184
132,1.12264,9.91973,-2.00911
133,1.49705,15.7994,0.0127537
134,3.1274,15.8,-0.174188
135,1.03173,12.7097,-1.97873
136,2.25089,15.5001,-1.98589
137,0.736899,15.7992,0.0913279
138,2.3272,15.8497,-0.0756793
139,1.47031,15.5098,-1.67736
140,3.07991,15.6202,-1.48432
141,1.49638,15.7194,0.382737
142,3.11673,15.7699,0.185786
143,1.48917,15.6197,-1.0873
144,2.27954,15.6099,-1.28582
145,0.726236,15.6991,0.461289
146,2.30655,15.7796,0.284269
147,0.728974,15.6994,-0.998709
148,3.12882,15.8101,-0.934185
150,2.29586,15.7396,0.654241
151,1.49846,15.7096,-0.727263
152,2.29862,15.7499,-0.815754
155,0.728283,15.6893,-0.628711
156,3.1381,15.8301,-0.554163
159,1.50776,15.7395,-0.357239
160,-0.135888,3.7193,-1.78269
161,0.777589,15.6893,-0.258618
162,2.35793,15.7798,-0.455636
163,0.0633171,6.24935,-1.77182
164,1.15264,9.91974,-2.00905
165,1.56704,15.8095,0.012887
166,3.1774,15.8,-0.174094
167,1.08173,12.6997,-1.97864
168,2.31091,15.5001,-1.99578
169,0.786899,15.7992,0.0914217
170,2.3772,15.8497,-0.0755855
171,1.52031,15.5098,-1.67726
172,3.13993,15.6302,-1.4942
173,1.55639,15.7294,0.372852
174,3.17671,15.7999,0.195905
175,1.53917,15.6197,-1.0872
176,2.32954,15.61,-1.28572
177,0.776232,15.7091,0.461385
178,2.36654,15.7897,0.284383
179,0.778974,15.6994,-0.998615
180,3.17883,15.7901,-0.934095
182,2.35586,15.7596,0.654358
183,1.54846,15.7096,-0.727169
184,2.36863,15.7799,-0.825617
187,0.77828,15.6993,-0.628615
188,3.18811,15.8101,-0.554073
191,1.55776,15.7295,-0.357147
192,-0.115894,3.7393,-1.78265
193,0.827589,15.6893,-0.258524
194,2.41794,15.7698,-0.455526
195,0.103311,6.26937,-1.77174
196,1.19264,9.90975,-2.00898
198,3.2374,15.79,-0.173984
199,1.13173,12.6997,-1.97855
200,2.36091,15.4901,-1.99569
201,0.846896,15.8092,0.0915362
202,2.43719,15.8697,-0.0754691
203,1.5703,15.5198,-1.67717
204,3.19993,15.6303,-1.49409
205,1.61639,15.7394,0.372966
206,3.23671,15.7799,0.196014
207,1.59918,15.6397,-1.09709
208,2.38954,15.62,-1.28561
209,0.836232,15.7092,0.461497
210,2.42654,15.7997,0.284498
211,0.838977,15.6894,-0.998504
212,3.23883,15.7902,-0.933983
214,2.41586,15.7496,0.654469
216,2.41862,15.7999,-0.825519
219,0.828283,15.6894,-0.628524
220,19.5532,77.9955,-2.74113
224,-0.105901,3.6993,-1.77264
225,0.887589,15.6893,-0.258412
226,2.47794,15.7698,-0.455413
227,0.123314,6.25937,-1.7717
228,1.22262,9.91975,-1.99892
230,3.30739,15.82,-0.173847
231,1.18175,12.7097,-1.98845
232,2.42091,15.5001,-1.99558
233,0.906886,15.8392,0.0916546
234,2.4872,15.8598,-0.0753772
235,1.63031,15.5098,-1.67706
236,3.25993,15.6403,-1.49397
238,3.29671,15.79,0.196128
239,1.65918,15.6497,-1.09697
240,2.44954,15.63,-1.2855
241,0.886248,15.7192,0.451593
242,2.47654,15.7997,0.284592
243,0.888974,15.6995,-0.998408
244,3.29883,15.8002,-0.933868
246,2.47586,15.7596,0.654583
247,1.66845,15.7396,-0.726938
248,2.47863,15.7599,-0.825414
251,0.888277,15.7094,-0.628407
252,19.7932,77.8456,-2.74071
255,1.66776,15.7396,-0.356939
256,-0.0959196,3.6993,-1.76262
257,0.947586,15.6993,-0.258297
258,2.52794,15.7499,-0.455323
259,0.14332,6.23938,-1.77167
260,1.26264,9.90977,-2.00885
262,3.3674,15.8001,-0.173738
263,1.22175,12.7098,-1.98837
264,2.48091,15.5001,-1.99546
265,0.956895,15.8093,0.0917425
266,2.5572,15.8398,-0.0752498
267,1.68031,15.5098,-1.67696
268,3.31993,15.6403,-1.49386
270,3.36669,15.8,0.206261
271,1.71918,15.6497,-1.09686
272,2.50954,15.63,-1.28538
273,0.946235,15.6992,0.461702
274,2.54654,15.7997,0.284723
275,0.948974,15.6995,-0.998296
276,3.36882,15.8102,-0.933735
278,2.53586,15.7596,0.654696
279,1.72846,15.7297,-0.726827
280,2.53863,15.7699,-0.8253
283,0.94828,15.6994,-0.628297
284,20.0833,77.7257,-2.74019
288,-0.0858978,3.68931,-1.7726
289,1.00758,15.7193,-0.258181
290,2.58794,15.7599,-0.455209
291,0.153295,6.19938,-1.75166
292,1.28265,9.88978,-2.00882
293,1.77707,15.7395,0.0132672
294,3.4274,15.8101,-0.173624
295,1.26175,12.6898,-1.9883
