-420.712,661.468,-25.639
0.92509,-0.379593,-0.010858
0.378985,0.924664,-0.0369589
0.0240693,0.0300753,0.999258
0,1.33971,3.60503,-2.02157
1,81.083,157.845,-3.3218
2,30.0905,47.752,-1.71311
3,2.69102,6.35433,-2.06552
4,5.05245,9.29297,-2.2195
6,93.73,130.981,-2.05674
7,6.74438,13.2819,-2.40529
8,9.63586,16.3504,-2.49934
10,91.8752,142.604,-1.17532
11,9.6367,18.2407,-2.30229
12,13.9179,20.6185,-2.40491
15,9.66652,18.2819,-1.50234
16,14.5694,23.9183,-2.35989
19,17.0746,34.7768,-2.55618
23,9.6764,18.3027,-1.00237
24,13.6685,22.5301,-1.43795
27,13.471,27.8804,-1.31634
32,1.3597,3.59502,-2.02155
33,81.3126,156.955,-3.31035
34,13.6483,22.3411,-0.797661
35,2.711,6.32432,-2.06546
36,5.07243,9.26296,-2.21945
38,94.0197,130.411,-2.04578
39,6.77437,13.2519,-2.40523
40,9.72586,16.3503,-2.49932
42,92.285,142.143,-1.1745
43,9.71669,18.2206,-2.30223
44,14.0078,20.5985,-2.40486
47,9.71649,18.2219,-1.50224
48,13.6586,22.3389,-2.20766
51,17.1345,34.5868,-2.54587
52,19.7615,28.5162,-2.08574
55,9.72637,18.2427,-1.00226
56,13.6784,22.3801,-1.42771
59,32.8488,64.5786,-3.05864
64,1.35969,3.57504,-2.01152
66,29.9901,46.862,-1.69175
67,2.73099,6.30432,-2.05543
68,5.11243,9.25294,-2.21942
70,94.3094,129.861,-2.04484
71,6.83435,13.2119,-2.39516
72,9.80586,16.3503,-2.5093
74,92.5347,141.453,-1.17336
75,9.71663,18.1007,-2.29205
76,14.1178,20.5984,-2.41483
79,9.70642,18.0819,-1.49202
80,13.6285,22.129,-2.19734
82,94.6152,144.609,2.81226
83,17.1344,34.3268,-2.52546
84,19.7514,28.2763,-2.07537
87,9.73631,18.1127,-1.00206
88,13.6784,22.2102,-1.41745
96,1.37969,3.57501,-2.02152
98,13.7182,22.1211,-0.7973
99,2.75099,6.29431,-2.05541
100,5.14241,9.22293,-2.21937
102,94.6592,129.391,-2.04402
103,6.86433,13.1818,-2.3951
104,9.90588,16.3802,-2.51932
106,92.7544,140.713,-1.17215
107,9.71655,17.9307,-2.27178
108,13.9877,20.2685,-2.37435
111,9.72636,17.9619,-1.48183
112,13.7085,22.0689,-2.19722
115,17.2844,34.2867,-2.53536
116,19.3811,27.5865,-2.03439
119,9.75626,18.0127,-0.991899
120,13.6883,22.0502,-1.4172
124,29.7677,41.6319,-1.86365
128,1.38969,3.56501,-2.0215
129,20.7268,40.4377,-0.854075
130,31.0806,47.8415,-1.733
131,2.77098,6.2843,-2.05539
132,5.1624,9.19292,-2.21932
134,94.889,128.841,-2.04311
135,6.91432,13.1518,-2.39504
136,9.99588,16.3902,-2.51931
138,92.914,140.003,-1.171
139,9.77654,17.9107,-2.27174
140,13.9276,20.0586,-2.36403
143,9.79635,17.9419,-1.48178
144,13.8585,22.1488,-2.20731
147,17.2542,34.0068,-2.51493
148,27.3362,38.0815,-2.80874
151,9.82626,18.0026,-1.00187
152,13.6682,21.8902,-1.40695
155,20.8072,40.586,-1.92429
156,29.7375,41.3019,-1.84315
159,84.0153,141.173,-4.02508
160,1.39969,3.565,-2.0215
161,20.9769,40.5476,-0.854183
163,2.80098,6.27429,-2.05536
164,5.19239,9.16291,-2.21926
165,91.6897,152.605,-0.21095
166,95.2487,128.291,-2.03216
167,6.95429,13.1018,-2.39496
168,10.0859,16.3901,-2.52929
170,93.3638,139.513,-1.16012
171,9.86654,17.9106,-2.28171
172,13.9975,19.9885,-2.35391
175,9.89636,17.9518,-1.48177
176,13.9185,22.0588,-2.19715
179,17.4042,33.9467,-2.5148
180,19.4809,27.3065,-2.02393
183,9.92626,18.0126,-1.00186
184,13.6881,21.7402,-1.39671
187,21.0472,40.6759,-1.93437
188,29.7874,41.0419,-1.84273
191,84.305,140.473,-4.01391
192,1.39968,3.54502,-2.01146
