-172.488,747.866,-12.8847
0.978302,-0.202882,-0.0420037
0.203429,0.979047,0.0091424
0.0392688,-0.0174888,0.999076
0,-1.61651,3.65754,-1.7484
1,-5.58816,15.6082,-0.288485
2,-4.13824,16.4982,-0.498969
3,-2.35679,5.8675,-1.69027
4,-2.77719,9.55725,-1.94326
5,-4.76821,15.6485,-0.0083912
6,-3.29828,16.4886,-0.198833
7,-3.71743,11.3872,-1.82485
8,-3.07745,11.0876,-1.44452
9,-5.62824,15.7385,0.0714062
10,-4.1283,16.4886,-0.0989595
11,-3.62747,11.0177,-1.22455
12,-2.50751,11.068,-1.04441
13,-4.76827,15.6388,0.351617
14,-3.29834,16.4689,0.171183
15,-4.73803,15.5277,-1.12829
16,-3.948,15.5476,-1.29819
17,-5.58828,15.6188,0.451507
19,-5.54804,15.4976,-1.04839
20,-3.29817,16.508,-0.978848
22,-4.12841,16.4592,0.661064
23,-4.7781,15.668,-0.758408
26,-4.11852,16.4497,1.35107
27,-5.58811,15.6079,-0.668484
28,-3.30823,16.5183,-0.588858
29,-4.33859,13.9116,3.83305
30,-4.10877,16.391,3.03112
31,-4.77816,15.6783,-0.378416
32,-1.60651,3.65754,-1.7484
33,-5.52817,15.6182,-0.288483
35,-2.32679,5.8575,-1.69026
36,-2.73719,9.56725,-1.94326
37,-4.71821,15.6586,-0.0083915
38,-3.23828,16.4886,-0.198824
39,-3.57739,10.9673,-1.7545
40,-3.08748,11.3876,-1.48476
41,-5.55823,15.7285,0.0714248
42,-4.0683,16.4986,-0.0989583
43,-3.60748,11.0577,-1.23457
44,-2.44749,10.918,-1.03429
45,-4.70827,15.6388,0.351626
46,-3.23834,16.4589,0.1712
47,-4.67803,15.5277,-1.12828
48,-3.888,15.5376,-1.30817
49,-5.52828,15.6088,0.451524
50,-4.06835,16.4789,0.271057
51,-5.48804,15.4976,-1.03838
54,-4.06841,16.4592,0.661073
55,-4.7181,15.668,-0.758399
56,-4.07818,16.5079,-0.888967
58,-4.05851,16.4297,1.3511
60,-3.24823,16.5083,-0.588841
61,-4.28859,13.8916,3.82308
62,-4.04877,16.391,3.03113
63,-4.72816,15.6583,-0.378393
64,-1.58651,3.64755,-1.73839
66,-4.02824,16.5082,-0.49896
67,-2.30679,5.86751,-1.69026
68,-2.70719,9.56726,-1.94326
69,-4.65821,15.6486,-0.00837441
70,-3.17828,16.4786,-0.198807
72,-2.97744,10.9976,-1.43443
74,-4.0083,16.4986,-0.0989491
75,-3.54747,11.0277,-1.22454
76,-2.40749,10.928,-1.03429
77,-4.65827,15.6488,0.351625
78,-3.17834,16.4689,0.171201
79,-4.62803,15.5277,-1.12827
80,-3.838,15.5576,-1.29818
82,-4.00836,16.4889,0.271059
83,-5.43804,15.4977,-1.03837
84,-3.17817,16.498,-0.978822
87,-4.6781,15.678,-0.758401
90,-3.99851,16.4397,1.3411
91,-5.48811,15.6479,-0.668501
92,-3.18823,16.5083,-0.588832
93,-4.22858,13.8616,3.81311
94,-3.99877,16.4011,3.03113
95,-4.65816,15.6783,-0.378398
96,-1.57652,3.65755,-1.7384
97,-5.41817,15.6482,-0.28849
98,-3.95824,16.4983,-0.488941
99,-2.28679,5.87751,-1.69027
100,-2.67719,9.58725,-1.95327
101,-4.59821,15.6686,-0.00838111
102,-3.12828,16.4886,-0.198807
104,-2.94745,11.0876,-1.4445
105,-5.42822,15.6385,0.071516
106,-3.9483,16.4886,-0.098932
107,-3.49747,10.9877,-1.2245
109,-4.60827,15.6689,0.351617
110,-3.11834,16.4689,0.17121
111,-4.56803,15.5277,-1.11827
112,-3.778,15.5576,-1.29817
113,-5.40828,15.6288,0.451527
114,-3.94835,16.4789,0.271076
115,-5.38804,15.5077,-1.03837
118,-3.94841,16.4692,0.661084
120,-3.95818,16.5079,-0.888949
122,-3.94851,16.4497,1.3411
124,-3.12823,16.5183,-0.588831
125,-4.16858,13.8416,3.80313
126,-3.93876,16.401,3.02114
128,-1.56651,3.64756,-1.73839
129,-5.34817,15.6183,-0.288456
130,-3.89824,16.4983,-0.488932
131,-2.27679,5.9175,-1.7003
132,-2.63719,9.57727,-1.94325
134,-3.05828,16.4786,-0.198788
136,-2.90745,11.0976,-1.4445
138,-3.8883,16.4986,-0.108931
139,-3.47748,11.0677,-1.22456
142,-3.05834,16.4689,0.17122
143,-4.50803,15.5277,-1.11826
144,-3.71801,15.5677,-1.29817
146,-3.88835,16.4789,0.261085
147,-5.31804,15.5077,-1.03836
148,-3.07817,16.508,-0.978815
