-281.134,719.473,-18.2822
0.965974,-0.251273,-0.0612909
0.248958,0.96756,-0.0429865
0.0701039,0.026265,0.997194
0,1.4563,3.70286,-2.02853
2,28.7177,47.6498,-1.54197
3,2.64464,6.2836,-2.00517
4,4.52322,8.64477,-2.01992
5,8.01305,15.9769,0.0299589
6,31.016,46.1512,-0.555725
7,5.50147,11.4454,-2.01712
8,8.10994,14.417,-2.12985
10,9.07331,15.9875,-0.0671341
11,7.77857,15.5568,-1.89071
12,9.96812,15.6582,-1.7447
13,7.96198,15.8868,0.439817
14,10.1525,15.9282,0.245823
15,7.86664,15.7068,-1.22046
16,8.88737,15.6775,-1.47766
18,9.03222,15.9275,0.342752
19,6.94624,15.8362,-1.10298
20,10.1362,15.8982,-1.08423
23,26.7392,49.7286,-2.55731
24,29.2709,48.5402,-2.90042
27,24.1876,50.837,-2.23426
28,31.5691,46.9516,-1.89418
31,26.1262,48.6382,-1.20903
32,1.46634,3.69287,-2.03851
33,23.7847,49.5867,-0.88541
34,28.8878,47.5499,-1.54151
35,2.66465,6.26362,-2.00512
36,4.5532,8.62479,-2.00984
37,8.07306,15.9469,0.0301222
38,31.196,46.0613,-0.555235
39,5.55148,11.4254,-2.01699
40,8.15996,14.387,-2.12971
41,7.03287,15.8663,0.117267
42,9.1533,15.9976,-0.0669144
43,7.83858,15.5368,-1.89054
44,10.0481,15.6682,-1.74448
45,8.01198,15.8768,0.439953
46,10.2325,15.9282,0.246043
47,7.94666,15.7169,-1.23024
48,8.95736,15.6875,-1.47747
49,7.04173,15.8862,0.527294
50,9.12222,15.9375,0.342999
51,7.01623,15.8363,-1.10278
52,10.2262,15.9083,-1.09398
55,26.9193,49.6387,-2.56682
56,29.441,48.4403,-2.89996
59,7.03509,15.8663,-0.69273
60,31.7492,46.8517,-1.89369
63,26.2763,48.4883,-1.20863
64,1.47632,3.67288,-2.02848
65,23.9647,49.5468,-0.884918
66,29.0279,47.42,-1.54113
67,2.68466,6.25363,-2.00506
68,4.59323,8.62482,-2.01973
69,8.14306,15.9469,0.0303141
70,31.366,46.0014,-0.554771
71,5.58149,11.4054,-2.0169
72,8.20998,14.3571,-2.12958
73,7.13282,15.9463,0.117545
74,9.21332,15.9676,-0.066751
75,7.91858,15.5469,-1.89033
76,10.1281,15.6683,-1.74426
