-443.747,651.141,-26.0462
0.925685,-0.378237,-0.00660366
0.378042,0.925565,-0.0203257
0.0138,0.0163187,0.999772
0,-2.26685,4.07339,-2.0099
1,-8.96977,19.097,-0.415801
2,-11.4574,34.2257,-1.13222
3,-3.4367,6.71345,-2.01795
4,-4.08628,10.0433,-2.1262
5,-8.93044,22.0078,-0.0616124
6,-13.5475,49.6367,-0.718287
7,-5.80589,13.2932,-2.22675
8,-4.72727,12.1343,-1.65191
9,-8.96086,19.098,0.0542196
10,-16.1782,49.6775,-0.434427
11,-7.46597,17.9435,-2.09001
12,-4.09831,12.1652,-1.20053
13,-36.4917,98.6839,2.1494
14,-35.0778,134.922,1.25916
15,-8.59688,21.0846,-1.62898
16,-7.57624,21.494,-1.89746
17,-38.5631,90.3049,2.56163
18,-37.6699,120.093,1.85326
20,-7.83644,27.0044,-1.68923
21,-35.95,97.1211,5.72384
22,-9.47282,27.6901,1.09562
23,-8.94793,22.0555,-1.15175
24,-11.3455,33.8241,-1.94115
27,-8.95867,19.0761,-0.895735
28,-9.527,33.7053,-1.29672
30,-9.36212,27.3083,5.12667
32,-2.24685,4.08339,-2.00987
33,-8.88977,19.107,-0.415637
34,-11.3574,34.3357,-1.13221
35,-3.4167,6.72345,-2.01792
36,-4.05628,10.0633,-2.12617
38,-13.2276,49.0967,-0.706455
39,-5.75589,13.3332,-2.22672
40,-4.6673,12.1043,-1.64171
41,-8.88086,19.098,0.0544039
43,-7.40597,17.9635,-2.08991
44,-4.04831,12.1552,-1.20039
45,-36.1317,98.8239,2.14995
46,-34.6078,135.162,1.25975
47,-8.60684,21.3445,-1.63953
48,-7.49628,21.504,-1.8773
49,-38.3031,90.6349,2.57156
50,-34.52,111.223,1.70851
51,-8.94753,19.2551,-1.38608
52,-7.99624,28.0443,-1.75171
53,-35.66,97.4711,5.73379
54,-9.38282,27.7701,1.09566
56,-11.4754,34.744,-1.99331
58,-9.32552,27.5625,2.26622
61,-12.6012,32.5467,9.1586
62,-9.30216,27.4683,5.14648
64,-2.23685,4.08339,-2.00985
67,-3.3867,6.74344,-2.01789
68,-4.01628,10.0633,-2.12608
69,-18.4789,49.6882,-0.139747
70,-13.0176,49.0267,-0.705829
71,-5.71586,13.3631,-2.23669
72,-4.62729,12.1143,-1.64164
74,-9.24976,27.6374,-0.233767
75,-7.34595,18.0035,-2.09985
76,-3.98831,12.1551,-1.20025
77,-35.7417,98.8239,2.14085
78,-35.2776,139.912,1.29858
79,-8.61678,21.6345,-1.66014
80,-7.40626,21.494,-1.88707
81,-35.443,84.5043,2.39058
83,-8.9075,19.355,-1.39619
84,-7.89624,28.0443,-1.75148
85,-35.29,97.5111,5.73457
90,-9.24552,27.6125,2.26631
93,-12.4611,32.5166,9.13898
95,-17.9562,48.2057,-1.32554
96,-2.21685,4.08339,-2.0098
97,-8.84976,19.407,-0.416154
98,-9.11822,27.5961,-0.903383
99,-3.3667,6.73344,-2.01783
100,-3.97628,10.1033,-2.12607
101,-18.2289,49.5382,-0.138867
102,-12.8176,48.9467,-0.705206
103,-5.66586,13.3831,-2.23661
104,-4.5673,12.1143,-1.6415
105,-8.90083,19.538,0.0534655
107,-7.28595,18.0235,-2.09975
108,-3.94831,12.1451,-1.20014
109,-37.5717,105.204,2.28369
110,-34.7676,139.952,1.29967
111,-8.63672,21.9045,-1.68073
112,-7.32626,21.494,-1.88688
114,-9.13126,27.6387,0.416507
115,-8.8475,19.405,-1.39615
116,-7.42653,26.5944,-1.65746
117,-35.8302,100.161,5.87795
118,-9.1428,27.6501,1.08646
119,-13.4956,35.9244,-1.87036
120,-9.09668,27.5347,-1.57321
122,-9.15554,27.7125,2.27631
123,-8.89862,19.496,-0.906449
124,-12.5051,47.6744,-1.83191
127,-17.7962,48.2557,-1.32527
128,-2.20685,4.09339,-2.0098
129,-8.83975,19.547,-0.416414
130,-9.03822,27.6361,-0.90328
131,-3.3467,6.74344,-2.0178
132,-3.94628,10.1033,-2.126
133,-18.0489,49.4982,-0.138371
134,-12.6476,48.8867,-0.704693
135,-5.64586,13.4231,-2.23665
137,-8.93082,19.798,0.0528691
138,-9.04976,27.6774,-0.233387
139,-7.22594,18.0635,-2.0997
140,-3.91831,12.1551,-1.20009
141,-35.1117,99.1239,2.15169
142,-34.2976,139.922,1.30081
144,-7.28623,21.6239,-1.89706
145,-13.9222,32.28,0.906061
147,-8.8075,19.455,-1.39616
148,-7.34653,26.6044,-1.65729
149,-35.4802,100.181,5.87871
150,-9.10281,27.8401,1.09617
151,-13.5355,36.3843,-1.89139
