-170.837,748.269,-12.875
0.978262,-0.203128,-0.041748
0.203657,0.979003,0.00879019
0.0390858,-0.0171014,0.99909
0,-1.71514,3.62867,-1.73513
1,-6.34348,16.4397,-0.298954
2,-4.61342,16.4694,-0.488425
3,-2.53478,5.88881,-1.70581
4,-3.0541,9.55885,-1.95665
5,-5.45358,16.4296,0.00132279
6,-4.11319,18.3693,-0.208626
7,-4.19374,11.859,-1.90743
8,-3.52389,11.659,-1.50719
9,-6.3536,16.4398,0.091043
10,-4.60355,16.4495,-0.0884185
11,-3.95408,11.0191,-1.2272
12,-3.62326,15.599,-1.46796
13,-5.45369,16.4197,0.381325
14,-4.09333,18.3194,0.201389
15,-5.21337,15.5394,-1.12844
16,-4.41331,15.5792,-1.2982
17,-6.08385,15.6598,0.471272
18,-4.60366,16.4295,0.281585
19,-4.83408,11.8794,-0.797635
21,-5.44388,16.3998,0.981331
22,-4.59379,16.4096,0.671592
24,-4.6133,16.4693,-0.878425
25,-5.44423,16.37,2.08134
26,-4.594,16.3897,1.3616
27,-6.11348,15.7596,-0.678756
29,-4.6952,13.6702,3.80207
30,-4.58453,16.35,3.05161
31,-5.46345,16.4395,-0.388682
32,-1.70513,3.63867,-1.74513
34,-4.56342,16.4694,-0.48841
35,-2.51478,5.89881,-1.7058
36,-3.02409,9.57884,-1.95665
37,-5.39358,16.4296,0.00134131
39,-4.15373,11.869,-1.90742
40,-3.54384,11.899,-1.53724
41,-6.27361,16.4098,0.0910734
42,-4.54355,16.4494,-0.0884
44,-3.56326,15.599,-1.46794
45,-5.39369,16.4197,0.381343
47,-5.15337,15.5393,-1.12842
48,-4.35331,15.5792,-1.29818
49,-6.26373,16.3998,0.491078
51,-4.82406,11.9494,-0.797645
52,-3.5934,15.7791,-0.927981
53,-5.39389,16.3898,0.981349
54,-4.54378,16.4196,0.671606
55,-5.40333,16.4595,-0.788667
56,-4.5533,16.4693,-0.878407
57,-5.38423,16.36,2.08136
58,-4.534,16.3897,1.36161
59,-6.03349,15.6896,-0.668718
60,-3.59352,15.7592,-0.547978
61,-4.6552,13.7102,3.81208
62,-4.52453,16.36,3.05162
63,-5.41345,16.4395,-0.388667
64,-1.69513,3.64866,-1.74513
65,-6.20349,16.4197,-0.298907
67,-2.50476,5.9488,-1.71581
68,-2.99409,9.59884,-1.95664
69,-5.33358,16.4296,0.00135983
70,-3.54363,15.7493,-0.17796
71,-4.10373,11.879,-1.90741
73,-6.20361,16.4097,0.091095
