-169.172,748.638,-12.7897
0.978342,-0.203376,-0.038532
0.203888,0.978945,0.00982753
0.0357221,-0.0174709,0.999209
0,-1.81346,3.59908,-1.73694
1,-6.83285,16.3696,-0.299349
2,-4.91276,15.7293,-0.46712
3,-2.74301,5.94926,-1.73739
4,-3.33205,9.52944,-1.95703
6,-4.10312,15.749,-0.176091
7,-4.54166,11.8397,-1.91785
8,-4.68107,14.8497,-1.9371
9,-6.82334,16.3495,0.0906569
10,-4.93322,15.8092,-0.0871212
11,-5.67121,15.4598,-1.72816
12,-4.07152,15.5894,-1.4661
14,-4.10357,15.7289,0.173903
15,-5.69194,15.5496,-1.13816
16,-4.86173,15.5595,-1.30711
17,-6.82385,16.3393,0.490653
18,-4.90369,15.7191,0.272889
19,-6.52205,15.5098,-1.05922
20,-4.10217,15.7593,-0.926087
21,-5.95448,16.379,0.991765
22,-4.93416,15.8089,0.652878
23,-5.9622,16.4496,-0.798225
24,-4.90228,15.7194,-0.84711
25,-5.92588,16.3287,2.09179
27,-6.83233,16.3797,-0.709346
28,-4.10264,15.7692,-0.556084
29,-5.45877,14.798,4.15191
30,-6.34735,21.3182,4.01279
32,-1.80346,3.59908,-1.73693
33,-6.77285,16.3796,-0.29927
34,-4.85276,15.7093,-0.467051
35,-2.69303,5.89925,-1.72734
36,-3.29205,9.53943,-1.95698
37,-5.89322,16.4293,0.00185675
38,-4.05312,15.749,-0.176028
39,-4.50166,11.8596,-1.91779
40,-4.64106,14.8697,-1.93704
41,-6.76335,16.3395,0.0907296
42,-4.88322,15.8192,-0.0870549
43,-5.60121,15.4598,-1.72807
44,-4.01152,15.5994,-1.46602
45,-5.89371,16.4192,0.391853
46,-4.04356,15.7489,0.173985
47,-5.64196,15.5496,-1.1281
48,-4.81173,15.5595,-1.30705
50,-4.8537,15.709,0.272949
51,-6.46206,15.5098,-1.04915
52,-4.05217,15.7593,-0.926024
53,-5.88447,16.399,0.991859
54,-4.87415,15.8189,0.652957
55,-5.9122,16.4796,-0.798152
56,-4.85228,15.7294,-0.847044
57,-5.87587,16.3387,2.09185
59,-6.77233,16.3697,-0.709273
60,-4.05264,15.7691,-0.556021
61,-5.42877,14.858,4.16196
62,-6.24734,21.2682,3.9929
63,-5.90271,16.4494,-0.398149
64,-1.79347,3.59907,-1.72691
65,-6.70285,16.3696,-0.299185
66,-4.79275,15.7393,-0.466966
67,-2.65307,5.84923,-1.70731
68,-3.27205,9.54943,-1.95695
69,-5.85321,16.4793,0.0019227
70,-3.99312,15.759,-0.175949
71,-4.47166,11.8696,-1.91775
72,-4.58106,14.8797,-1.93696
73,-6.69334,16.3494,0.0908212
74,-4.82322,15.8291,-0.086976
75,-5.54121,15.4698,-1.728
76,-3.96152,15.6094,-1.46596
77,-5.8437,16.4592,0.391929
78,-3.99356,15.7389,0.174045
79,-5.57195,15.5596,-1.12801
80,-4.75172,15.5795,-1.30696
81,-6.69385,16.3393,0.490818
82,-4.8037,15.699,0.273009
83,-6.40206,15.5197,-1.04907
84,-3.99217,15.7592,-0.925948
85,-5.83447,16.429,0.991932
86,-4.81416,15.8089,0.65303
87,-5.86219,16.5296,-0.798074
88,-4.80227,15.7494,-0.846975
89,-5.82587,16.3787,2.09193
91,-6.70234,16.3797,-0.699182
92,-3.99264,15.7491,-0.555952
93,-5.38878,14.8979,4.17203
94,-6.14733,21.1881,3.973
95,-5.8527,16.4894,-0.398074
97,-6.64285,16.3696,-0.299109
98,-4.73276,15.7192,-0.466896
99,-2.63308,5.82923,-1.69729
100,-3.23205,9.55942,-1.9569
101,-5.8032,16.5393,0.00200437
102,-3.93312,15.749,-0.175876
103,-4.42165,11.8896,-1.91768
104,-4.53106,14.8997,-1.93689
105,-6.63334,16.3594,0.0909001
106,-4.75322,15.8091,-0.0868938
107,-5.48121,15.4698,-1.72792
108,-3.90152,15.5994,-1.46588
109,-5.80369,16.5292,0.392001
110,-3.93356,15.7489,0.174124
111,-5.51195,15.5596,-1.12793
112,-4.71172,15.5795,-1.30691
113,-6.63385,16.3493,0.490897
114,-4.73369,15.729,0.273107
115,-6.34206,15.5197,-1.04899
116,-3.93217,15.7692,-0.925869
117,-5.79445,16.499,0.992004
118,-4.75416,15.7989,0.653103
119,-5.82217,16.5996,-0.798002
120,-4.75227,15.7494,-0.846912
121,-5.77587,16.4387,2.10201
123,-6.64234,16.3797,-0.699106
124,-3.93263,15.7791,-0.555866
125,-5.34877,14.9779,4.1821
126,-6.05733,21.1381,3.9631
127,-5.81268,16.5694,-0.397999
128,-1.76346,3.60907,-1.73687
129,-6.58285,16.3695,-0.299033
130,-4.68276,15.7292,-0.46683
131,-2.61308,5.84922,-1.69726
132,-3.19205,9.55941,-1.95685
