-363.669,687.906,-23.603
0.920791,-0.388127,-0.0387451
0.38688,0.921427,-0.035993
0.0496707,0.0181523,0.998601
0,-2.61806,3.92367,-1.98725
2,-30.6258,71.3357,-2.20113
3,-3.9905,6.32227,-1.95667
4,-4.79335,9.16147,-1.97522
5,-51.5434,106.623,0.0368503
6,-58.1044,159.018,-1.889
7,-6.39563,11.4098,-1.95496
8,-7.08888,14.6892,-2.01308
9,-55.3689,101.589,0.689511
10,-52.0992,123.043,-0.72108
11,-9.06123,17.0172,-2.01309
12,-9.27709,23.0672,-2.26866
13,-51.6461,106.851,2.77693
14,-58.2383,159.365,2.03115
15,-16.3764,32.4602,-2.48793
16,-12.9426,28.7637,-2.51763
17,-55.3914,101.616,3.36951
18,-52.8037,124.73,2.38957
19,-19.0477,33.7375,-2.42938
20,-17.3994,45.6994,-2.79872
21,-52.3013,108.237,6.9974
22,-52.7665,124.587,5.5295
23,-22.1989,44.7342,-2.27383
24,-20.9017,47.9058,-2.69022
27,-27.5438,49.6088,-2.26496
28,-23.7777,63.4326,-2.31095
31,-34.7861,71.3012,-1.79494
32,-2.60806,3.92368,-1.98725
33,-29.99,54.6254,-1.06335
34,-30.2656,71.166,-2.20093
35,-3.97053,6.34229,-1.95663
36,-4.76336,9.1715,-1.97519
37,-51.1736,106.843,0.0373558
38,-57.6248,159.408,-1.89826
39,-6.35565,11.4299,-1.95491
40,-7.0389,14.7092,-2.01302
41,-54.3879,100.6,0.679647
42,-51.6393,123.123,-0.7106
43,-9.00127,17.0573,-2.01301
44,-9.19714,23.1173,-2.26855
45,-51.3765,107.271,2.7775
46,-57.6083,159.355,2.02172
47,-16.3165,32.6203,-2.49775
48,-12.8527,28.8338,-2.5175
49,-54.9113,101.567,3.35991
50,-52.3338,124.82,2.39007
51,-18.9678,33.8676,-2.43921
52,-17.2996,45.9195,-2.80846
56,-20.6817,47.876,-2.68004
59,-27.444,49.8289,-2.2747
60,-23.7383,64.0127,-2.33047
63,-34.5663,71.4914,-1.7946
64,-2.58807,3.9337,-1.98722
65,-55.3079,103.081,-1.98929
66,-30.2963,71.906,-2.22039
67,-3.96054,6.3523,-1.95662
68,-4.73338,9.19153,-1.97515
69,-51.7156,108.883,0.0384242
70,-48.6911,135.647,-1.60832
71,-6.32567,11.4499,-1.95487
72,-6.99894,14.7493,-2.01295
73,-54.3085,101.19,0.680171
74,-51.2996,123.424,-0.720061
75,-8.95128,17.0673,-2.01295
76,-9.12716,23.1373,-2.26847
77,-51.2972,107.981,2.79812
78,-57.0182,159.266,2.02219
79,-16.2566,32.7403,-2.4976
80,-12.7828,28.9339,-2.52736
81,-54.5113,101.577,3.36029
82,-51.7134,124.421,2.38033
83,-18.9079,33.9976,-2.43906
84,-17.2299,46.1696,-2.8182
87,-22.0594,45.2343,-2.29332
91,-27.3743,50.049,-2.27447
92,-23.5785,64.2529,-2.34014
95,-34.4466,71.8215,-1.80424
96,-2.57808,3.94371,-1.9872
97,-53.9563,101.422,-1.94933
98,-30.0364,72.0163,-2.22007
99,-3.93055,6.36233,-1.95658
100,-4.70339,9.20156,-1.97511
101,-51.2056,108.823,0.0388431
102,-48.0408,135.348,-1.59796
103,-6.28569,11.47,-1.95481
104,-6.94896,14.7693,-2.01289
105,-53.9587,101.44,0.680682
106,-51.4412,125.064,-0.728934
107,-8.88132,17.1074,-2.01286
108,-9.0472,23.1774,-2.26836
109,-50.9175,108.201,2.79863
110,-56.4986,159.686,2.02298
111,-16.1567,32.8704,-2.50741
112,-12.7028,29.0139,-2.52722
113,-53.9411,101.408,3.35068
114,-71.485,174.73,3.34086
115,-18.8381,34.1577,-2.44887
116,-17.1101,46.3897,-2.82793
119,-21.649,44.7747,-2.2633
120,-20.5423,48.4662,-2.70946
123,-27.2144,50.1991,-2.27421
124,-23.3887,64.4631,-2.3398
127,-34.297,72.1917,-1.81382
128,-2.57808,3.94371,-1.9872
129,-53.5865,101.602,-1.94886
131,-3.90056,6.37236,-1.95655
132,-4.67341,9.22159,-1.97507
133,-50.8458,109.034,0.0393319
134,-55.7547,159.36,-1.88659
135,-6.24571,11.49,-1.95476
136,-6.89898,14.7894,-2.01283
137,-53.7091,101.83,0.681208
138,-70.6808,174.524,-1.01857
139,-8.82135,17.1374,-2.01278
140,-8.96725,23.2275,-2.26825
141,-73.9003,159.447,4.12695
142,-56.1394,160.457,2.0339
143,-16.0869,33.0105,-2.51724
144,-12.623,29.134,-2.53706
145,-53.5312,101.458,3.34109
147,-18.7582,34.3078,-2.44868
148,-17.0103,46.6299,-2.83765
151,-21.93,45.8045,-2.31276
152,-20.4225,48.6763,-2.70919
155,-27.1748,50.5692,-2.29389
156,-23.2891,64.8832,-2.34939
159,-34.1874,72.6118,-1.81339
160,-2.54809,3.95374,-1.98717
161,-53.2467,101.803,-1.94839
163,-3.88058,6.39238,-1.95651
164,-4.64342,9.23162,-1.97503
165,-72.9861,158.951,0.0574016
166,-48.1241,138.698,-1.63547
167,-6.21573,11.51,-1.95472
168,-6.85901,14.8194,-2.01277
169,-53.0988,101.491,0.681504
171,-8.76137,17.1575,-2.01271
172,-8.88727,23.2476,-2.26816
173,-73.8116,160.737,4.14802
174,-55.1182,159.288,2.01393
175,-15.997,33.1206,-2.51708
