-177.439,746.641,-13.0979
0.977909,-0.204269,-0.0443577
0.20478,0.978781,0.00726118
0.0419332,-0.0161843,0.998989
0,-1.30672,3.65805,-1.70883
1,-5.03072,20.0359,-0.324241
2,-2.55915,15.707,-0.441106
3,-1.84775,6.09783,-1.71669
4,-1.92969,9.71789,-1.93496
5,-3.33821,15.6765,0.020458
6,-1.7886,15.7272,-0.162656
7,-2.79062,12.1575,-1.89217
8,-2.5019,15.1576,-1.91146
9,-5.0298,20.0257,0.125754
10,-2.56844,15.7868,-0.071052
11,-3.3015,15.4572,-1.64971
12,-1.7811,15.5677,-1.43274
13,-3.33748,15.6663,0.380453
14,-1.78788,15.707,0.187335
15,-3.33037,15.5269,-1.07962
16,-2.54075,15.5473,-1.26121
17,-5.02882,19.9955,0.60574
18,-2.55768,15.6767,0.27888
19,-4.10018,15.5166,-0.988071
20,-1.79011,15.7575,-0.902641
21,-4.2581,21.5855,1.28487
22,-2.55695,15.7165,0.648896
23,-3.33971,15.6968,-0.719532
24,-2.55991,15.7171,-0.811101
25,-4.2152,21.375,2.67469
27,-5.03169,20.0461,-0.804235
28,-1.78936,15.7573,-0.532642
29,-3.45949,16.5545,4.51109
31,-3.34896,15.6766,-0.349521
32,-1.28678,3.69807,-1.72886
33,-4.95072,20.0359,-0.324402
34,-2.49916,15.717,-0.441223
35,-1.82772,6.08783,-1.70673
36,-1.89969,9.7279,-1.93502
37,-3.27822,15.7065,0.0203496
38,-1.7286,15.7272,-0.162777
39,-2.75062,12.1575,-1.89225
40,-2.4519,15.1677,-1.91156
41,-4.94979,20.0058,0.125584
42,-2.51844,15.7868,-0.0711531
43,-3.2515,15.4572,-1.64982
44,-1.72112,15.5778,-1.44286
46,-1.72788,15.7171,0.187218
47,-3.26037,15.527,-1.07977
48,-2.48075,15.5474,-1.26134
49,-4.93881,19.9855,0.605554
50,-2.49768,15.6767,0.278758
51,-4.04018,15.5166,-0.988193
52,-1.7301,15.7475,-0.902767
53,-4.20819,21.8456,1.29488
54,-2.49695,15.7165,0.648775
56,-2.49991,15.7372,-0.811214
57,-4.18525,21.625,2.70474
59,-4.95168,20.0262,-0.804406
60,-1.72934,15.7174,-0.532781
61,-3.4095,16.5245,4.50098
64,-1.26678,3.71807,-1.72889
65,-4.89071,20.016,-0.324532
66,-2.44916,15.717,-0.441324
68,-1.8597,9.73792,-1.9351
70,-1.6786,15.7372,-0.162874
71,-2.7006,12.1575,-1.88235
72,-2.4019,15.1677,-1.91166
73,-4.86979,19.9958,0.125417
74,-2.45845,15.7769,-0.0812788
75,-3.19151,15.4472,-1.65994
76,-1.67112,15.5778,-1.44296
78,-1.66788,15.6971,0.187088
79,-3.20037,15.527,-1.07989
80,-2.43075,15.5574,-1.26143
81,-4.87881,19.9756,0.605428
82,-2.44768,15.6767,0.278657
83,-3.99018,15.5166,-0.988294
84,-1.68011,15.7575,-0.902864
86,-2.44696,15.7266,0.648678
87,-3.21968,15.6668,-0.709788
88,-2.44991,15.7372,-0.811315
91,-4.88168,20.0162,-0.804552
92,-1.67935,15.7474,-0.532869
93,-3.33951,16.5145,4.49083
94,-3.63294,27.8241,5.1163
95,-3.21893,15.6567,-0.339793
96,-1.26678,3.70807,-1.72889
97,-4.8007,19.996,-0.324723
98,-2.38915,15.7071,-0.44145
99,-1.78776,6.12785,-1.7168
100,-1.8297,9.73793,-1.93516
101,-3.16821,15.6765,0.0201141
102,-1.6186,15.7373,-0.162995
103,-2.66062,12.1676,-1.89243
104,-2.34191,15.1777,-1.91178
105,-4.79981,19.9858,0.115272
106,-2.39844,15.7869,-0.0713959
107,-3.1515,15.4673,-1.65001
108,-1.6111,15.5778,-1.43308
109,-3.16749,15.6464,0.3701
110,-1.61788,15.7071,0.186991
111,-3.15038,15.537,-1.07998
112,-2.39075,15.5574,-1.26151
113,-4.79881,19.9756,0.605266
114,-2.38768,15.6767,0.278536
115,-3.94018,15.5166,-0.988395
116,-1.63011,15.7576,-0.902965
118,-2.39699,15.8066,0.648611
119,-3.1697,15.6669,-0.719889
120,-2.38991,15.7272,-0.81144
123,-4.81168,20.0262,-0.804689
124,-1.61936,15.7574,-0.532986
125,-3.27952,16.4846,4.4807
126,-3.53293,27.7542,5.10607
127,-3.17893,15.6567,-0.339874
128,-1.25678,3.70808,-1.72891
129,-4.7307,20.006,-0.32486
130,-2.33915,15.7071,-0.441551
131,-1.75773,6.09786,-1.70687
132,-1.7897,9.73795,-1.93524
133,-3.10821,15.6766,0.0199927
134,-1.5686,15.7373,-0.163096
135,-2.62063,12.1876,-1.8925
136,-2.29192,15.1977,-1.91187
137,-4.72979,19.9858,0.12513
138,-2.33843,15.7769,-0.0715216
139,-3.0815,15.4573,-1.65016
140,-1.56112,15.5778,-1.44318
141,-3.1075,15.6664,0.369988
142,-1.55788,15.7171,0.186874
143,-3.09038,15.537,-1.08011
144,-2.32075,15.5674,-1.26165
145,-4.72881,19.9856,0.605129
146,-2.33769,15.6868,0.278439
147,-3.87019,15.5267,-0.988532
148,-1.57011,15.7576,-0.903086
150,-2.34699,15.8166,0.648514
151,-3.10969,15.6769,-0.710006
152,-2.33991,15.7372,-0.811537
155,-4.74169,20.0462,-0.804822
156,-1.56936,15.7574,-0.533087
157,-3.20953,16.4546,4.47054
158,-3.42293,27.6642,5.0858
159,-3.10893,15.6567,-0.340015
160,-1.24678,3.70808,-1.72893
161,-4.67071,20.0161,-0.324977
162,-2.28916,15.7171,-0.441648
163,-1.73773,6.09787,-1.70691
164,-1.75971,9.75796,-1.93529
165,-3.0582,15.6466,0.0198786
166,-1.5186,15.7473,-0.163193
167,-2.58065,12.1876,-1.90258
168,-2.24192,15.2078,-1.91197
169,-4.65979,20.0059,0.124997
170,-2.28844,15.7869,-0.0716184
171,-3.0315,15.4673,-1.65026
172,-1.51113,15.5879,-1.44328
173,-3.0575,15.6664,0.369887
174,-1.50789,15.7271,0.186777
175,-3.04038,15.5371,-1.08021
176,-2.27073,15.5675,-1.25175
177,-4.65882,20.0057,0.604996
178,-2.27769,15.6868,0.278317
179,-3.82019,15.5267,-0.988634
180,-1.51011,15.7676,-0.903203
182,-2.29699,15.8166,0.648413
183,-3.05971,15.6969,-0.720098
184,-2.28989,15.7173,-0.801647
187,-4.6717,20.0663,-0.804955
188,-1.51936,15.7675,-0.533184
189,-3.15954,16.4346,4.46043
190,-3.32293,27.5543,5.06555
191,-3.05895,15.6667,-0.350112
192,-1.21678,3.71809,-1.72899
193,-4.60073,20.0761,-0.325093
194,-2.23916,15.7271,-0.441745
195,-1.71773,6.09788,-1.70695
196,-1.7297,9.74797,-1.93535
197,-2.9982,15.6666,0.0197659
198,-1.4586,15.7373,-0.163319
199,-2.54063,12.1976,-1.89266
200,-2.19192,15.2078,-1.91207
201,-4.5998,20.0259,0.124884
202,-2.23844,15.787,-0.0717196
203,-2.9815,15.4673,-1.65036
204,-1.45113,15.5879,-1.4434
205,-2.99749,15.6565,0.369761
206,-1.45788,15.7172,0.186672
207,-3.00036,15.5371,-1.07029
208,-2.22073,15.5675,-1.25185
209,-4.59884,20.0357,0.604888
210,-2.22769,15.6968,0.278221
211,-3.77019,15.5267,-0.988735
212,-1.46011,15.7676,-0.903304
214,-2.237,15.8266,0.648296
215,-3.00969,15.6869,-0.710204
216,-2.22991,15.7373,-0.81176
219,-4.62173,20.1263,-0.80503
220,-1.45936,15.7675,-0.533305
221,-3.08953,16.4147,4.46028
222,-3.21293,27.4543,5.04529
223,-2.99894,15.6768,-0.340229
224,-1.20678,3.7081,-1.72901
225,-4.54076,20.1361,-0.325189
226,-2.17916,15.7271,-0.441866
227,-1.69773,6.10789,-1.70699
228,-1.68974,9.77799,-1.94542
229,-2.94821,15.6766,0.019669
230,-1.3986,15.7473,-0.163436
231,-2.50064,12.2076,-1.89273
232,-2.13192,15.2078,-1.91219
233,-4.52983,20.0959,0.124773
234,-2.1684,15.707,-0.0718957
235,-2.92152,15.4574,-1.66048
236,-1.40113,15.5979,-1.4435
237,-2.9475,15.6665,0.369664
238,-1.39789,15.7372,0.186559
239,-2.93036,15.5471,-1.07043
240,-2.16073,15.5675,-1.25197
241,-4.52886,20.0957,0.604772
242,-2.16769,15.6968,0.278099
243,-3.71019,15.5267,-0.988856
244,-1.40011,15.7777,-0.903421
246,-2.177,15.8267,0.648175
247,-2.94969,15.6969,-0.710321
248,-2.17991,15.7373,-0.811861
251,-4.55176,20.2063,-0.805137
252,-1.39935,15.7475,-0.533435
253,-3.02954,16.3847,4.45015
254,-3.11293,27.3644,5.02505
255,-2.94893,15.6668,-0.340334
256,-1.18672,3.6681,-1.70907
257,-4.4908,20.2461,-0.325242
258,-2.11916,15.7272,-0.441987
259,-1.67774,6.11789,-1.70702
260,-1.65974,9.77801,-1.94548
261,-2.8882,15.6667,0.0195434
262,-1.34861,15.7474,-0.163537
263,-2.45064,12.2177,-1.89283
264,-2.08192,15.2178,-1.91229
265,-4.47987,20.1959,0.124715
266,-2.1184,15.707,-0.0719969
267,-2.8715,15.4774,-1.65058
268,-1.34113,15.5979,-1.44362
269,-2.8875,15.6665,0.369543
270,-1.34789,15.7372,0.186458
271,-2.88036,15.5571,-1.07052
272,-2.12074,15.5775,-1.25205
273,-4.48891,20.2257,0.604747
274,-2.11769,15.6969,0.277998
275,-3.65019,15.5268,-0.988977
276,-1.35011,15.7777,-0.903523
278,-2.12699,15.8167,0.648069
279,-2.88969,15.687,-0.710446
280,-2.11992,15.7473,-0.811978
283,-4.53187,20.4163,-0.815087
284,-1.34936,15.7675,-0.533528
285,-2.96955,16.3647,4.44002
286,-3.01293,27.2744,5.00481
287,-2.88893,15.6568,-0.34046
288,-1.1767,3.6581,-1.6991
289,-4.45092,20.4762,-0.335224
290,-2.05914,15.7172,-0.432113
291,-1.65777,6.14791,-1.71705
292,-1.61974,9.77802,-1.94556
293,-2.83821,15.6867,0.0194508
294,-1.28861,15.7574,-0.163654
295,-2.41064,12.2177,-1.89291
296,-2.02193,15.2278,-1.9124
297,-4.43995,20.436,0.134738
298,-2.05841,15.717,-0.0721139
299,-2.8115,15.4774,-1.6507
300,-1.29113,15.5979,-1.44372
301,-2.8275,15.6765,0.369426
302,-1.28789,15.7272,0.186332
303,-2.82036,15.5471,-1.07065
304,-2.05074,15.5775,-1.25219
305,-4.44899,20.4457,0.614761
306,-2.0577,15.7069,0.277881
307,-3.60019,15.5368,-0.989074
308,-1.29011,15.7777,-0.903644
310,-2.067,15.8267,0.647952
311,-2.84969,15.697,-0.710523
312,-2.05989,15.7373,-0.802104
315,-4.49201,20.6764,-0.835056
316,-1.29935,15.7475,-0.533637
317,-2.90956,16.3447,4.42989
318,-2.90293,27.1745,4.98454
319,-2.82894,15.6768,-0.340573
320,-1.16669,3.6481,-1.69912
321,-4.43107,20.7862,-0.345131
322,-2.00917,15.7372,-0.442206
323,-1.63776,6.13792,-1.71709
324,-1.58974,9.78803,-1.94562
325,-2.77822,15.6667,0.00932085
326,-1.23861,15.7474,-0.16376
327,-2.37064,12.2077,-1.893
328,-1.99196,15.2479,-1.92245
329,-4.41005,20.666,0.134776
330,-2.00841,15.7271,-0.0722108
331,-2.7715,15.4774,-1.65078
332,-1.23114,15.608,-1.44384
334,-1.23789,15.7273,0.186231
335,-2.77036,15.5472,-1.07075
336,-2.00074,15.5776,-1.25229
337,-4.41907,20.7058,0.624813
338,-2.0077,15.7069,0.27778
339,-3.5402,15.5468,-0.989191
340,-1.24011,15.7777,-0.903745
342,-2.01701,15.8467,0.64786
343,-2.77971,15.697,-0.720665
344,-2.0099,15.7474,-0.802201
347,-4.4922,21.0864,-0.844879
348,-1.23937,15.7876,-0.533742
349,-2.84957,16.3048,4.41975
350,-2.81292,27.0945,4.97432
