-392.794,674.204,-24.877
0.918583,-0.394705,-0.0203082
0.393798,0.918419,-0.0378105
0.0335754,0.0267347,0.999079
0,-0.589016,4.32632,-2.03213
2,1.11953,21.2245,-0.600647
3,-0.63699,7.51639,-2.09043
4,0.0953744,11.116,-2.21752
7,-0.242053,15.0963,-2.32575
8,0.981107,19.8756,-2.51157
11,-0.0397701,19.346,-2.07315
12,3.24649,28.3643,-2.65403
19,-0.904183,43.4169,-2.75095
20,7.01236,53.3923,-3.09547
23,-0.000944766,19.8353,-0.902826
24,0.95912,19.6948,-1.02169
27,-0.847636,70.3169,-2.81603
31,0.0187694,20.2951,-0.452547
32,-0.579016,4.32632,-2.03212
33,-0.356188,107.436,-1.80492
34,1.07883,20.1545,-0.571289
35,-0.61699,7.51637,-2.0904
36,0.135368,11.106,-2.21747
39,-0.192047,15.0863,-2.33569
40,1.0511,19.8656,-2.51149
43,0.0300392,19.096,-2.0432
44,3.34648,28.3543,-2.65391
47,0.019132,19.0956,-1.32321
48,0.949298,18.9351,-1.53213
51,-0.754153,43.4668,-2.75073
52,7.06174,52.4822,-3.04591
56,1.02913,19.7048,-1.0216
59,-0.587471,70.5668,-2.82556
64,-0.559016,4.3263,-2.03209
65,0.013995,107.716,-1.8143
66,1.25951,21.2044,-0.600482
67,-0.58699,7.51635,-2.09037
68,0.165374,11.116,-2.21743
71,-0.142066,15.0762,-2.32563
72,1.1211,19.8655,-2.5114
75,0.08991,18.9259,-2.02321
79,0.089101,19.0655,-1.31314
80,1.00925,18.8551,-1.5321
83,-0.604098,43.5367,-2.7605
84,7.17145,52.0421,-3.02601
87,0.139018,19.7753,-0.902683
88,1.09911,19.6847,-1.02152
91,-0.337213,70.9466,-2.84504
92,13.4861,92.0684,-3.17596
95,0.219363,21.225,-0.471781
96,-0.539035,4.31629,-2.02207
97,0.363523,106.986,-1.79426
98,1.20881,20.1144,-0.571148
99,-0.566996,7.50634,-2.09035
100,0.215374,11.1159,-2.21737
103,-0.0920657,15.0762,-2.32557
104,1.18109,19.8455,-2.51133
111,0.159089,19.0455,-1.31306
115,-0.454073,43.5767,-2.76029
119,0.198976,19.7052,-0.902646
120,1.16913,19.7147,-1.02142
124,13.7861,91.9582,-3.17564
128,-0.529035,4.31628,-2.02206
129,0.743658,107.185,-1.80367
131,-0.537002,7.49632,-2.09031
132,0.255356,11.0859,-2.21733
135,-0.0320657,15.0761,-2.32549
136,1.25108,19.8355,-2.51125
