-205.174,739.653,-14.1202
0.975706,-0.214178,-0.0460933
0.214037,0.976792,-0.00803097
0.0467436,-0.00202982,0.998905
0,0.562571,3.50898,-1.78317
1,3.85169,15.7583,-0.265735
2,5.62201,15.8181,-0.473068
3,1.2128,5.8989,-1.75171
4,2.96358,9.34875,-2.00838
5,4.75129,15.8881,0.0156411
6,6.57159,15.878,-0.181631
7,3.41384,12.0887,-1.97714
8,5.27426,14.9685,-2.03376
9,3.88117,15.8582,0.09433
10,5.66144,15.9381,-0.0829837
11,4.63392,15.5485,-1.76461
12,6.46368,15.6583,-1.59184
13,4.72071,15.8081,0.395579
14,6.561,15.8579,0.20835
15,4.66298,15.6284,-1.13455
16,5.55333,15.6383,-1.36321
17,3.85057,15.7581,0.484264
18,5.62085,15.858,0.30694
19,7.19523,26.8682,-1.77845
20,11.3449,26.0477,-1.6424
22,5.61026,15.7979,0.696912
23,8.53446,26.548,-1.28651
24,9.9247,26.2779,-1.46448
27,3.86228,15.7684,-0.655718
28,6.5722,15.8781,-0.59163
31,4.72186,15.7982,-0.374422
32,0.562552,3.47898,-1.77318
33,3.90169,15.7583,-0.26566
34,5.68203,15.8381,-0.482974
35,1.2328,5.8989,-1.75168
36,2.99358,9.34875,-2.00833
37,4.79129,15.8681,0.015697
38,6.64159,15.908,-0.18152
39,3.44384,12.0787,-1.9771
40,5.31425,14.9385,-2.03371
41,3.94117,15.8682,0.094422
42,5.72144,15.918,-0.0828978
43,4.69392,15.5485,-1.76452
44,6.53369,15.6683,-1.60173
45,4.78071,15.8081,0.395669
46,6.631,15.8679,0.208457
47,4.723,15.6384,-1.14445
48,5.61333,15.6583,-1.36311
49,3.91057,15.7781,0.484358
50,5.68086,15.818,0.297021
51,7.28523,26.8382,-1.77832
52,11.4349,26.0177,-1.64227
54,5.68026,15.8179,0.697021
55,8.62446,26.538,-1.28638
56,10.0147,26.2778,-1.46434
59,3.91228,15.7684,-0.655643
60,6.6422,15.888,-0.591523
63,4.78186,15.7882,-0.374334
64,0.572552,3.47898,-1.77316
65,3.97169,15.7483,-0.265557
66,5.75203,15.8181,-0.482873
67,1.26281,5.9089,-1.76163
68,3.02357,9.32875,-2.00829
69,4.87129,15.8781,0.015819
70,6.70159,15.878,-0.181436
71,3.48384,12.0687,-1.97704
72,5.37425,14.9285,-2.03362
73,4.01117,15.8782,0.0945291
74,5.79144,15.928,-0.0827907
75,4.75392,15.5385,-1.76443
76,6.60369,15.6683,-1.60163
77,4.8307,15.768,0.395736
78,6.701,15.8679,0.208562
79,4.783,15.6384,-1.14436
80,5.66333,15.6483,-1.36304
81,3.97057,15.7581,0.484444
82,5.76085,15.858,0.30715
83,7.37523,26.8082,-1.77819
84,11.5449,25.9877,-1.65211
86,5.74025,15.8279,0.707113
87,8.74446,26.5479,-1.28619
88,10.1247,26.2478,-1.46418
91,3.97228,15.7584,-0.655555
92,6.6922,15.858,-0.591455
95,4.84186,15.7882,-0.374244
96,0.582535,3.45897,-1.76315
97,4.03169,15.7583,-0.265465
98,5.81203,15.8381,-0.482779
99,1.28283,5.9289,-1.7716
100,3.06357,9.31874,-2.00823
101,4.94129,15.8881,0.0159261
102,6.76158,15.8579,-0.18135
103,3.53384,12.0587,-1.97697
104,5.42425,14.9185,-2.03355
105,4.07117,15.8982,0.0946231
106,5.84144,15.918,-0.0827178
107,4.81392,15.5385,-1.76434
108,6.67369,15.6682,-1.60152
109,4.90071,15.798,0.395847
110,6.761,15.8679,0.208652
111,4.843,15.6384,-1.14427
112,5.74335,15.6583,-1.37292
113,4.04057,15.7881,0.484555
114,5.82085,15.848,0.307237
115,7.47523,26.8082,-1.77804
116,11.6449,25.9777,-1.65196
118,5.81024,15.8179,0.707216
119,8.84446,26.5479,-1.28604
120,10.2147,26.2378,-1.46405
123,4.02227,15.7684,-0.645478
124,6.74219,15.828,-0.591386
127,4.90186,15.7982,-0.374152
128,0.582502,3.42897,-1.74316
129,4.08169,15.7483,-0.265392
130,5.87203,15.8081,-0.482695
131,1.32283,5.94889,-1.77153
132,3.09357,9.29874,-2.00819
133,4.99129,15.8781,0.015999
134,6.84159,15.8879,-0.181224
135,3.58384,12.0487,-1.9769
136,5.48427,14.9085,-2.04346
137,4.12117,15.8682,0.094692
138,5.92144,15.928,-0.0825958
139,4.87393,15.5485,-1.77425
140,6.74371,15.6682,-1.61142
141,4.97071,15.808,0.395954
142,6.831,15.8779,0.208759
143,4.903,15.6384,-1.14418
144,5.80335,15.6583,-1.37283
145,4.09057,15.7981,0.484632
146,5.89085,15.8579,0.307344
147,7.57522,26.7782,-1.7779
148,11.7449,25.9577,-1.65181
150,5.87024,15.8179,0.707306
151,8.95448,26.5579,-1.29588
152,10.3147,26.2178,-1.46391
155,4.09228,15.7583,-0.655375
156,6.8322,15.868,-0.591243
159,4.96186,15.7982,-0.374062
160,0.592499,3.40897,-1.74315
161,4.15169,15.7483,-0.265287
162,5.94203,15.8281,-0.482586
163,1.32283,5.92889,-1.77154
164,3.12357,9.28873,-2.00815
165,5.06129,15.8781,0.016104
166,6.92159,15.8979,-0.181102
167,3.62384,12.0287,-1.97684
168,5.53425,14.8885,-2.03339
169,4.19117,15.8982,0.0948031
170,5.98144,15.908,-0.0825099
171,4.93393,15.5485,-1.77416
172,6.81371,15.6782,-1.61131
173,5.03071,15.808,0.396044
174,6.90098,15.8578,0.218859
175,4.96301,15.6284,-1.1541
176,5.87335,15.6583,-1.37272
177,4.16058,15.8081,0.484739
178,5.95085,15.8579,0.307434
179,7.67522,26.7582,-1.77775
180,11.8549,25.9477,-1.65165
182,5.94024,15.8179,0.707411
183,9.06446,26.5579,-1.28571
184,10.4147,26.2078,-1.46376
187,4.15228,15.7783,-0.655281
188,6.9122,15.888,-0.591118
191,5.03186,15.8082,-0.373955
192,0.602499,3.40897,-1.74313
193,4.22171,15.7683,-0.275178
194,6.02203,15.8581,-0.48246
195,1.35283,5.91889,-1.7715
196,3.16357,9.28873,-2.00809
197,5.13129,15.8781,0.016209
198,6.98158,15.8779,-0.181016
199,3.66383,12.0087,-1.97678
200,5.58424,14.8485,-2.03332
201,4.24117,15.8682,0.094872
202,6.05144,15.908,-0.0824049
203,5.00394,15.5585,-1.77405
204,6.88371,15.6682,-1.61121
205,5.09071,15.788,0.39613
206,6.981,15.8778,0.208984
207,5.04302,15.6483,-1.15397
208,5.94335,15.6583,-1.37262
209,4.21057,15.7581,0.484804
210,6.03084,15.8779,0.317559
211,7.77522,26.7382,-1.77761
212,11.9549,25.9377,-1.6515
214,6.01024,15.8179,0.707516
215,5.09245,15.7783,-0.763871
216,10.5147,26.1778,-1.46361
219,4.21228,15.7583,-0.655195
220,6.99222,15.898,-0.600996
223,5.09186,15.7982,-0.373867
224,0.612498,3.39897,-1.74312
225,4.26169,15.7382,-0.265124
226,6.09203,15.8581,-0.482355
227,1.38283,5.91888,-1.77145
228,3.19357,9.27873,-2.00805
229,5.20129,15.9181,0.0163222
230,7.05158,15.8779,-0.180911
231,3.70383,11.9887,-1.97673
232,5.63424,14.8285,-2.03325
233,4.31117,15.8882,0.0949811
234,6.12144,15.948,-0.0822917
235,5.06393,15.5485,-1.77396
236,6.95372,15.6782,-1.6211
237,5.16071,15.828,0.396243
238,7.051,15.8878,0.209091
239,5.10302,15.6483,-1.15388
240,5.99336,15.6583,-1.38254
241,4.29057,15.8081,0.484934
242,6.10085,15.8879,0.307666
243,7.86522,26.7181,-1.77748
244,12.0549,25.8976,-1.65136
246,6.06024,15.8178,0.707591
247,5.16246,15.7983,-0.773761
248,10.6347,26.1878,-1.47343
251,4.28228,15.7783,-0.655086
252,7.05222,15.888,-0.600908
255,5.15186,15.8182,-0.373773
256,0.632498,3.39896,-1.74309
257,4.34171,15.7882,-0.274994
258,6.15203,15.8581,-0.482265
259,1.39283,5.91888,-1.77144
260,3.22357,9.25872,-2.00801
