-373.792,683.118,-24.1584
0.917592,-0.396833,-0.0234047
0.394949,0.916758,-0.0597512
0.0451678,0.0455836,0.997939
0,-1.9405,4.21648,-2.017
1,-41.3896,123.32,-2.18618
2,-31.7752,138.412,-4.06308
3,-2.99109,7.20631,-2.08511
4,-3.45197,11.0162,-2.24427
5,-45.2115,161.28,0.0809006
6,-27.5938,155.112,-1.78035
7,-5.08282,14.876,-2.38135
8,-5.89477,21.9959,-2.84985
9,-41.9045,124.93,0.824752
10,-32.2697,140.642,-0.762186
11,-8.61605,27.7054,-3.06499
12,-7.66885,38.8356,-3.65658
15,-15.6314,53.3443,-3.83236
16,-10.7796,43.9151,-3.64103
19,-18.6611,53.8939,-3.58699
20,-13.8559,74.9546,-4.40533
23,-25.1476,88.0029,-4.20523
24,-20.8788,89.4235,-4.76278
28,-19.2596,106.384,-3.73551
31,-44.9182,160.16,-3.77963
32,-1.93052,4.21648,-2.02702
33,-40.9096,123.32,-2.18703
34,-31.4654,139.322,-4.09363
35,-2.96109,7.20632,-2.08517
36,-3.41197,11.0262,-2.24434
37,-44.6916,161.55,0.079982
38,-28.3752,163.062,-1.8689
39,-5.03282,14.896,-2.38144
40,-5.82478,22.0359,-2.84998
41,-41.4545,124.98,0.823955
42,-31.6797,140.362,-0.773233
43,-8.52608,27.7655,-3.07515
44,-7.55888,38.9656,-3.66677
46,-29.049,167.052,2.01233
47,-15.5015,53.5544,-3.84259
48,-10.6697,44.2051,-3.66122
49,-41.319,124.61,3.87372
50,-32.4643,143.932,2.61819
51,-18.4911,54.0139,-3.59729
55,-24.8476,88.1229,-4.20576
56,-20.6789,89.9836,-4.78313
60,-18.9797,107.014,-3.756
63,-44.4783,160.73,-3.79041
64,-1.92052,4.22648,-2.02703
65,-40.5196,123.59,-2.18772
66,-31.0755,139.912,-4.10431
67,-2.93109,7.20632,-2.08522
68,-3.38197,11.0363,-2.24439
69,-47.7737,175.409,0.0855521
70,-27.2046,159.443,-1.83101
71,-4.99285,14.926,-2.39151
72,-5.74478,22.0559,-2.85012
74,-32.1105,144.762,-0.802435
75,-8.43611,27.8555,-3.08531
76,-7.43893,39.1356,-3.67698
78,-28.469,167.242,2.0113
79,-15.3616,53.8144,-3.85283
80,-10.5598,44.4251,-3.68141
81,-40.9991,125.11,3.88315
