-218.356,736.273,-14.7126
0.975937,-0.211468,-0.0531802
0.210926,0.977376,-0.0156715
0.0552911,0.00407731,0.998462
0,-3.02916,2.97873,-1.71706
1,-13.9693,14.9201,-0.350552
2,-11.6991,15.0699,-0.548074
3,-4.67897,4.75892,-1.69909
4,-6.50838,7.8391,-1.92148
5,-37.3461,45.9728,-0.0400561
6,-28.036,42.1017,-0.609347
7,-8.37827,9.41932,-1.86373
8,-9.53794,12.0594,-1.88533
9,-14.0598,15.0202,0.089337
10,-11.6896,15.0799,-0.108065
11,-11.4579,13.3097,-1.82759
12,-10.4679,14.8496,-1.64669
13,-36.0078,44.2728,1.26162
14,-27.1573,40.7417,0.521787
15,-12.6283,14.7999,-1.31906
16,-11.5281,14.8297,-1.48786
17,-13.9903,14.9403,0.549423
19,-13.8183,14.74,-1.25036
20,-10.5286,14.9397,-1.03677
23,-12.6987,14.8799,-0.88915
24,-11.5786,14.9198,-0.977924
27,-13.9788,14.9301,-0.830563
28,-10.609,15.0697,-0.626876
31,-12.7892,14.99,-0.449263
32,-3.01915,2.98873,-1.71705
33,-13.8893,14.9401,-0.350466
34,-11.5891,15.0298,-0.537948
35,-4.63899,4.74892,-1.68905
36,-6.47838,7.8491,-1.92145
37,-36.9362,45.8028,-0.0395845
38,-10.5394,15.0798,-0.2068
39,-8.33825,9.45931,-1.87369
40,-9.48794,12.0794,-1.88528
41,-13.9498,15.0102,0.0894591
43,-11.3979,13.3397,-1.82753
44,-10.3979,14.8596,-1.64662
45,-35.6278,44.1428,1.25206
46,-26.8874,40.6517,0.522094
47,-12.5583,14.8099,-1.31899
48,-11.4381,14.8397,-1.48776
49,-13.9203,14.9602,0.549498
51,-13.7183,14.74,-1.25025
52,-10.4486,14.9397,-1.03668
55,-12.6187,14.8899,-0.889063
56,-11.5186,14.9398,-0.96786
59,-13.8888,14.9201,-0.810463
60,-10.549,15.0897,-0.626812
63,-12.7092,15,-0.449176
64,-3.00916,2.97873,-1.71704
65,-13.7893,14.9301,-0.350355
66,-11.5191,15.0598,-0.537875
67,-4.60899,4.74891,-1.68902
68,-6.44838,7.87909,-1.92142
69,-36.5362,45.6127,-0.0391215
70,-10.4694,15.0798,-0.206723
71,-8.30825,9.47931,-1.87366
72,-9.43794,12.1094,-1.88523
73,-13.8898,15.0302,0.0895227
74,-31.5061,43.3921,-0.32332
75,-11.3579,13.3797,-1.82749
76,-10.3279,14.8696,-1.63654
77,-35.2578,43.9828,1.24248
78,-26.6374,40.5617,0.51238
79,-12.4683,14.8099,-1.30889
80,-11.3681,14.8497,-1.47768
81,-13.8003,14.9402,0.549632
82,-30.5476,42.0222,0.847903
83,-13.6383,14.75,-1.25017
84,-10.3686,14.9396,-1.0366
86,-11.4905,15.02,0.732162
87,-12.5387,14.8999,-0.888977
88,-11.4386,14.9398,-0.967772
92,-10.499,15.1197,-0.626761
95,-12.6092,14.98,-0.449064
96,-2.99915,2.99873,-1.71703
97,-13.7193,14.9501,-0.35028
98,-11.4391,15.0498,-0.537786
99,-4.59898,4.76891,-1.68901
100,-6.42838,7.88909,-1.9214
101,-36.1562,45.4427,-0.0386829
102,-10.3894,15.0797,-0.206635
103,-8.28825,9.50931,-1.87364
104,-9.39794,12.1394,-1.88519
105,-41.9263,47.8534,0.304678
106,-31.2361,43.3121,-0.323013
107,-11.3279,13.4397,-1.82747
108,-10.2579,14.8696,-1.63647
109,-34.8978,43.8227,1.2429
110,-26.3874,40.4717,0.512666
111,-12.3883,14.8098,-1.3088
112,-11.2881,14.8397,-1.47759
113,-13.7303,14.9602,0.549707
114,-30.2476,41.9121,0.848246
115,-13.5683,14.76,-1.24009
116,-10.2986,14.9296,-1.03652
118,-11.5005,15.13,0.732138
119,-12.4587,14.8899,-0.888887
120,-11.3586,14.9398,-0.957684
123,-13.6988,14.9301,-0.810256
124,-27.7146,42.5815,-1.76905
127,-12.5292,14.99,-0.448977
128,-2.98915,3.01872,-1.71702
129,-13.6293,14.9401,-0.35018
130,-11.3691,15.0698,-0.537711
131,-4.61895,4.83891,-1.70904
132,-6.38837,7.90909,-1.92136
133,-35.7462,45.2626,-0.0382102
134,-10.3294,15.1097,-0.206573
135,-8.23824,9.5393,-1.87359
136,-9.35793,12.1794,-1.88515
137,-13.7198,15.0702,0.0897047
138,-30.9061,43.2021,-0.322637
139,-11.2778,13.4897,-1.82742
140,-10.1779,14.8696,-1.63638
141,-34.5278,43.6727,1.23332
142,-26.1374,40.4116,0.512948
143,-12.2983,14.8098,-1.3087
144,-11.2081,14.8497,-1.47751
145,-13.6403,14.9702,0.549805
146,-29.9176,41.7821,0.838625
147,-13.4683,14.77,-1.23998
148,-10.2286,14.9396,-1.02644
150,-11.4205,15.15,0.732223
151,-12.3787,14.9099,-0.878802
152,-11.2786,14.9398,-0.957596
155,-13.6088,14.92,-0.810155
156,-27.3847,42.4115,-1.75867
159,-12.4592,15.02,-0.448904
160,-2.99914,3.03872,-1.72704
161,-13.5393,14.9501,-0.350082
162,-11.2791,15.0498,-0.53761
163,-4.62894,4.87891,-1.71905
164,-6.36837,7.92908,-1.92134
165,-35.3862,45.1126,-0.037796
166,-10.2594,15.1097,-0.206496
167,-8.21824,9.5693,-1.87357
168,-9.31793,12.2094,-1.88511
169,-13.5998,15.0302,0.0898415
170,-30.5962,43.062,-0.322279
171,-11.2378,13.5196,-1.82738
172,-10.1079,14.8695,-1.6263
173,-34.1978,43.5426,1.2237
174,-25.8774,40.3016,0.513248
175,-12.2283,14.8198,-1.29863
176,-11.1381,14.8397,-1.46743
177,-13.5303,14.9402,0.549929
178,-29.6176,41.6421,0.838972
179,-13.3783,14.77,-1.23988
180,-10.1686,14.9596,-1.02638
182,-11.3305,15.13,0.732324
183,-12.3087,14.9199,-0.878726
184,-11.1986,14.9397,-0.957508
187,-13.5288,14.93,-0.800069
188,-27.0947,42.2615,-1.74833
191,-12.3892,15.0299,-0.448828
192,-3.00911,3.07872,-1.74705
193,-13.4493,14.9401,-0.349982
194,-30.8747,43.7719,-1.56267
196,-6.33837,7.94908,-1.92131
197,-35.0063,44.9226,-0.037355
198,-26.3661,41.3915,-0.577424
199,-8.17824,9.58929,-1.87353
200,-9.28792,12.2494,-1.88508
201,-13.5298,15.0401,0.0899172
202,-30.2962,42.932,-0.321933
203,-11.1978,13.5696,-1.83734
