-232.694,732.635,-15.4548
0.975334,-0.213983,-0.0541778
0.213296,0.976817,-0.0182292
0.0568226,0.00622359,0.998365
0,-2.19331,3.47944,-1.74041
1,-24.5078,47.8065,-0.877121
2,-17.8778,45.0075,-1.35294
3,-3.63377,6.34935,-1.92826
4,-4.28406,9.02927,-1.90675
5,-20.4068,44.9267,0.0388316
7,-5.69426,11.0491,-1.85495
8,-6.12459,13.889,-1.86353
9,-23.5967,45.9762,0.321512
10,-17.4469,43.8471,-0.233697
11,-7.36461,14.9088,-1.72224
12,-5.72443,15.0089,-1.45337
13,-20.246,44.5462,1.15857
15,-7.39419,14.9786,-1.12219
16,-6.54432,15.0088,-1.29279
17,-8.35306,15.1379,0.49855
18,-17.2261,43.2767,0.825922
19,-8.27414,14.9585,-1.05158
20,-5.81408,15.2987,-0.913192
21,-7.46273,15.1478,0.957921
22,-6.65295,15.288,0.667401
23,-7.47395,15.1684,-0.752063
24,-6.62401,15.2086,-0.832652
27,-8.34388,15.1083,-0.661468
28,-15.0478,43.8579,-1.5654
31,-21.0278,46.347,-1.12017
32,-2.19331,3.49944,-1.74041
33,-24.2478,47.7066,-0.867345
34,-17.6678,44.9275,-1.34312
35,-3.61377,6.35935,-1.92827
36,-4.25406,9.02927,-1.90677
37,-20.1368,44.7267,0.038561
38,-14.667,43.2275,-0.485917
39,-5.64426,11.0691,-1.85498
40,-6.08459,13.899,-1.86355
41,-23.3467,45.8662,0.321291
42,-17.1969,43.6571,-0.23395
43,-7.29461,14.9088,-1.72229
44,-5.66443,15.0289,-1.4534
45,-20.026,44.4663,1.14838
46,-14.3261,42.1672,0.533424
47,-7.32419,14.9686,-1.12225
48,-6.48432,15.0088,-1.29283
49,-8.30306,15.1279,0.498511
50,-17.0161,43.1767,0.825733
51,-8.20414,14.9585,-1.05163
52,-5.76408,15.3187,-0.91322
53,-7.40273,15.1578,0.967883
54,-6.60296,15.328,0.667381
55,-7.40395,15.1585,-0.752117
56,-6.55401,15.1886,-0.832709
59,-8.28388,15.1183,-0.661507
60,-14.8378,43.7779,-1.55558
63,-20.7878,46.2471,-1.12038
64,-2.1533,3.46944,-1.73045
65,-23.9778,47.5666,-0.867592
66,-17.4578,44.8475,-1.3433
67,-3.59377,6.34935,-1.92829
68,-4.22407,9.05928,-1.91678
69,-19.8768,44.5267,0.0382976
70,-14.467,43.1175,-0.486103
71,-5.60427,11.0991,-1.85499
72,-6.0246,13.929,-1.86358
73,-23.0867,45.7462,0.321059
74,-16.9768,43.5372,-0.234153
75,-7.24461,14.8989,-1.72233
76,-5.61443,15.0289,-1.45344
77,-19.806,44.3763,1.14819
78,-14.1461,42.0972,0.533268
79,-7.28419,14.9886,-1.12227
80,-6.42432,15.0088,-1.29287
81,-8.22306,15.1279,0.498454
82,-16.816,43.0968,0.82556
83,-8.15413,14.9685,-1.04166
84,-5.70408,15.3187,-0.913262
85,-7.34273,15.1578,0.96784
86,-6.54296,15.328,0.667338
87,-7.34395,15.1585,-0.752159
88,-6.50401,15.2186,-0.832733
91,-8.23388,15.1483,-0.661531
92,-14.6478,43.6879,-1.55575
95,-20.5478,46.1271,-1.1106
96,-2.1433,3.46944,-1.73045
97,-23.7177,47.4566,-0.86782
98,-17.2278,44.7076,-1.33352
99,-3.57377,6.36936,-1.9283
100,-4.19408,9.07928,-1.91679
101,-7.32341,15.2682,0.0178693
102,-14.277,43.0476,-0.486265
103,-5.57427,11.1191,-1.85501
104,-5.9746,13.9491,-1.86361
105,-22.8367,45.6263,0.320834
106,-16.7568,43.4072,-0.224361
107,-7.1746,14.9089,-1.71238
108,-5.55443,15.0289,-1.45348
109,-19.606,44.3163,1.14802
110,-13.9561,42.0272,0.533106
