-226.331,734.23,-15.1047
0.9756,-0.212966,-0.0533874
0.212301,0.977041,-0.0178855
0.0559707,0.00611492,0.998414
0,-2.58739,3.25939,-1.72128
1,-10.7299,15.0364,-0.291213
2,-24.2382,44.7135,-1.40863
3,-3.97791,5.27901,-1.69955
4,-5.37888,8.60878,-1.92706
5,-9.77985,15.1765,0.0184928
6,-20.5873,42.6839,-0.501252
7,-7.04936,10.4883,-1.87531
8,-7.84011,13.3181,-1.88335
9,-30.9879,46.0407,0.354814
10,-8.79988,15.1668,-0.0719007
11,-9.56047,14.7976,-1.82181
12,-7.78039,14.9379,-1.51244
13,-9.73967,15.0963,0.40843
14,-20.0866,41.5835,0.557911
15,-9.62025,14.9072,-1.19173
16,-8.68033,14.9376,-1.35208
17,-10.7496,15.0759,0.528818
18,-23.2168,42.7625,0.869835
19,-10.6102,14.8769,-1.12135
20,-7.83019,15.0476,-0.942354
22,-8.83959,15.2263,0.70815
23,-9.72014,15.067,-0.791595
24,-8.79019,15.1373,-0.871922
27,-10.7201,15.0267,-0.711222
28,-20.8779,43.3245,-1.61076
31,-28.0386,46.3224,-1.19619
32,-2.57739,3.2694,-1.72127
33,-10.6599,15.0564,-0.291229
34,-23.9682,44.5936,-1.4088
35,-3.96792,5.29902,-1.69955
36,-5.35889,8.62878,-1.92706
37,-9.71985,15.1965,0.0184807
38,-20.3673,42.594,-0.501391
39,-7.00936,10.5183,-1.87531
40,-7.80012,13.3481,-1.89335
41,-30.6778,45.9108,0.344616
42,-8.74989,15.1968,-0.071903
43,-9.50048,14.8176,-1.82183
44,-7.72039,14.9579,-1.51245
45,-9.65967,15.0963,0.408399
46,-19.8566,41.4935,0.557768
47,-9.56026,14.9172,-1.19175
48,-8.62033,14.9476,-1.3521
49,-10.6796,15.086,0.528796
50,-22.9768,42.6625,0.859682
51,-10.5402,14.8769,-1.11138
52,-7.78019,15.0576,-0.942368
54,-8.76958,15.2164,0.708116
55,-9.65014,15.067,-0.791622
56,-8.72019,15.1273,-0.871955
59,-10.6301,15.0167,-0.711264
