-323.553,704.98,-21.2681
0.941597,-0.332668,-0.052229
0.330579,0.942715,-0.0447822
0.0641347,0.0249009,0.997631
0,-0.368966,4.22046,-1.99225
1,1.45467,111.233,-2.02181
2,11.0185,99.7143,-3.00189
3,-0.392432,6.96045,-1.96422
4,0.294062,9.71133,-1.96683
5,6.47432,105.011,-0.0817195
6,15.196,95.051,-1.20219
7,-0.0191439,12.261,-1.91841
8,0.937195,15.1122,-1.95134
9,1.46659,111.515,0.547976
10,11.0404,99.8561,-0.662007
11,0.354305,17.4215,-1.8925
12,2.40201,19.2641,-1.83566
14,15.1981,94.9526,1.02789
15,5.86925,96.455,-6.82496
16,9.679,88.4495,-7.3325
19,1.24336,101.259,-6.55436
20,15.1326,94.6176,-5.66182
23,6.4503,104.767,-4.97152
24,10.9868,99.4426,-5.32166
27,1.44297,110.781,-4.59147
28,15.1644,94.7893,-3.43197
31,6.47222,104.959,-2.52168
32,-0.358978,4.23047,-1.99226
33,1.83521,110.813,-2.01184
34,11.329,99.3347,-2.99188
35,-0.352419,6.9505,-1.96425
36,0.324053,9.71136,-1.97686
37,6.81478,104.651,-0.081759
38,15.4964,94.7314,-1.19222
39,0.0308815,12.241,-1.91844
40,0.987195,15.1122,-1.95138
41,1.83724,111.005,0.548019
42,11.3509,99.4665,-0.661998
43,0.414279,17.4415,-1.89257
44,2.47199,19.2742,-1.84573
46,15.4785,94.6229,1.01788
47,6.21915,96.5254,-6.83532
48,9.97914,88.3399,-7.33268
51,1.59317,101.4,-6.56477
52,15.423,94.318,-5.64186
55,6.79085,104.348,-4.95152
56,11.2972,99.103,-5.30169
59,1.82356,110.331,-4.57148
60,15.4348,94.4597,-3.42197
63,6.80273,104.559,-2.52168
64,-0.338953,4.2105,-1.99227
65,2.20583,110.334,-2.00182
66,11.6394,98.9751,-2.9819
67,-0.332432,6.96053,-1.96428
68,0.364075,9.70142,-1.96689
69,7.14529,104.252,-0.0817605
70,15.7868,94.4417,-1.19227
71,0.0808687,12.2511,-1.9185
72,1.04722,15.0923,-1.95142
73,2.20781,110.556,0.548019
74,11.6613,99.1469,-0.66204
75,0.474292,17.4316,-1.89262
76,2.532,19.2643,-1.84577
78,15.7689,94.3133,1.01785
79,6.54919,96.4959,-6.83559
80,10.299,88.4403,-7.34304
83,1.9532,101.38,-6.56508
84,15.7035,93.9884,-5.63186
87,7.12138,103.948,-4.93152
88,11.5977,98.7334,-5.28169
91,2.19417,109.862,-4.55147
92,15.7352,94.16,-3.42202
95,7.14328,104.14,-2.51168
96,-0.328966,4.22051,-1.99228
97,2.57641,109.884,-1.99182
98,11.9399,98.6255,-2.97191
99,-0.302419,6.95057,-1.9643
100,0.394075,9.70145,-1.96692
101,7.48585,103.812,-0.0817418
102,16.0672,94.1421,-1.1923
103,0.120869,12.2511,-1.91853
104,1.09722,15.0924,-1.95147
105,2.5784,110.096,0.548025
106,11.9617,98.7973,-0.652052
107,0.524279,17.4417,-1.89267
108,2.602,19.2644,-1.84584
110,16.0493,94.0137,1.01782
111,6.88915,96.5263,-6.83591
112,10.6289,88.5107,-7.35338
115,2.31303,101.501,-6.57548
116,15.9939,93.6888,-5.6119
119,7.46187,103.568,-4.92155
120,11.9082,98.3938,-5.27171
123,2.56478,109.392,-4.54145
124,16.0156,93.8504,-3.41204
127,7.48376,103.77,-2.50171
128,-0.318966,4.22052,-1.99229
129,2.94699,109.435,-1.99182
130,12.2503,98.2959,-2.96194
131,-0.282419,6.95059,-1.96431
132,0.4341,9.68151,-1.96694
133,7.81631,103.452,-0.0817724
134,16.3576,93.8325,-1.19233
135,0.160881,12.2412,-1.91856
136,1.14721,15.0924,-1.96151
137,2.95898,109.627,0.53803
138,12.2721,98.4776,-0.652093
139,0.584292,17.4318,-1.89272
140,2.66199,19.2744,-1.8459
142,16.3297,93.694,1.0078
144,10.9191,88.381,-7.34355
147,2.67294,101.571,-6.57585
148,16.2743,93.3791,-5.60193
152,12.1986,98.0442,-5.25172
155,2.92536,108.953,-4.52145
156,16.306,93.5508,-3.40208
160,-0.298966,4.22055,-1.99231
161,3.29763,108.935,-1.98177
