-396.272,672.577,-24.9834
0.919678,-0.391985,-0.0232569
0.39094,0.919569,-0.0394836
0.0368633,0.0272201,0.99895
0,-0.338338,4.25518,-2.02008
3,-0.185377,7.42498,-2.09238
4,0.788053,11.044,-2.23432
6,3.70647,22.0528,-0.27028
7,0.681734,14.964,-2.34741
8,2.20627,19.7325,-2.54977
11,1.61945,23.223,-2.53293
12,3.60756,21.5815,-2.07
15,3.4141,39.0212,-2.77349
16,3.88564,30.021,-2.49622
19,1.70714,42.3728,-2.74749
23,3.46381,39.5318,-1.87384
24,4.02571,30.8715,-1.65675
27,3.45229,69.7311,-2.88693
28,3.6065,21.6125,-0.780028
31,4.15873,45.6318,-1.08792
32,-0.328328,4.26517,-2.02008
35,-0.155377,7.42496,-2.09235
36,0.828053,11.0439,-2.23429
38,3.72621,21.7728,-0.26005
39,0.731743,14.974,-2.34737
40,2.27626,19.7224,-2.5497
43,1.68945,23.2229,-2.53287
44,3.61724,21.2616,-2.03975
47,3.55413,39.0511,-2.7734
48,3.93532,29.6909,-2.47593
51,1.85723,42.4626,-2.75743
52,3.59653,21.1922,-1.26972
55,3.5029,38.5718,-1.83307
59,3.71254,69.9908,-2.90691
63,4.30874,45.6317,-1.09779
64,-0.298328,4.26514,-2.02006
67,-0.125395,7.41494,-2.08232
68,0.868044,11.0339,-2.23425
70,3.74594,21.4828,-0.259812
71,0.791734,14.9639,-2.34732
72,2.34624,19.7123,-2.53964
75,1.78945,23.2228,-2.53279
76,3.62694,20.9716,-1.99952
80,4.01509,29.4609,-2.45568
83,2.01726,42.4925,-2.75732
84,3.60627,20.9222,-1.2595
87,3.57238,38.0318,-1.8026
88,4.42667,31.8811,-1.70719
91,4.01286,70.3306,-2.91691
92,3.65602,21.1025,-0.759597
95,4.48872,45.6115,-1.09762
96,-0.288338,4.25513,-2.02004
99,-0.0953863,7.4149,-2.09229
100,0.908026,11.0139,-2.2342
103,0.841725,14.9539,-2.34727
104,2.41624,19.7023,-2.54957
108,3.63666,20.6716,-1.98928
112,4.10498,29.3508,-2.44552
115,2.16729,42.5223,-2.75722
116,3.62595,20.5922,-1.23923
119,3.65197,37.6017,-1.78221
120,4.68747,32.7108,-1.7576
123,4.2528,70.2603,-2.91666
127,4.65874,45.6313,-1.0975
128,-0.278347,4.24512,-2.02002
131,-0.0753955,7.40488,-2.09227
132,0.938026,11.0138,-2.23417
134,3.76549,20.9928,-0.259421
135,0.881734,14.9638,-2.34724
136,2.47623,19.6922,-2.54951
139,1.92937,23.1527,-2.52262
140,3.64637,20.3916,-1.95906
143,3.6618,36.6611,-2.60148
144,4.17492,29.2907,-2.44542
148,3.6257,20.3322,-1.21903
151,3.76186,37.4816,-1.78202
152,4.79747,32.7107,-1.75751
156,3.68552,20.5825,-0.739175
159,4.80877,45.6612,-1.09739
160,-0.258338,4.2551,-2.02002
163,-0.0453955,7.40485,-2.09224
164,0.968017,11.0038,-2.23414
166,3.84541,20.9027,-0.259285
167,0.931725,14.9538,-2.34719
168,2.54622,19.6821,-2.54945
171,2.00941,23.1826,-2.53257
172,3.67617,20.1816,-1.93888
175,3.77172,36.581,-2.60133
176,4.28485,29.2206,-2.43527
179,2.46738,42.6121,-2.76703
180,3.6555,20.1222,-1.20885
183,3.8918,37.4215,-1.78187
184,4.9175,32.7406,-1.75743
191,4.97881,45.711,-1.09729
192,-0.238347,4.24508,-2.01999
195,-0.0353864,7.41485,-2.09224
196,1.01802,11.0038,-2.2341
198,3.89538,20.8627,-0.259212
199,0.981716,14.9437,-2.34714
200,2.6162,19.6621,-2.54937
204,3.6558,19.8116,-1.90861
207,3.89156,36.4109,-2.5911
208,3.48002,24.3117,-2.0322
212,3.67525,19.8621,-1.19863
215,4.02179,37.4014,-1.78174
220,3.74515,20.1824,-0.728819
223,5.14884,45.7409,-1.09717
224,-0.228356,4.23507,-2.01997
227,0.00459528,7.39481,-2.09219
228,1.04803,11.0137,-2.24408
230,3.97535,20.8326,-0.259122
231,1.04172,14.9437,-2.34709
232,2.68618,19.642,-2.5493
235,2.18941,23.1825,-2.53242
236,3.68561,19.6216,-1.88844
239,4.00149,36.3408,-2.58095
240,3.48963,23.9117,-2.00188
243,2.76759,42.8318,-2.77695
247,4.15177,37.3813,-1.78162
248,3.48904,23.9322,-1.2819
256,-0.218356,4.23507,-2.01997
259,0.0345953,7.39478,-2.09217
260,1.09801,10.9937,-2.23402
262,4.04532,20.8125,-0.249048
263,1.10172,14.9436,-2.34704
264,2.75619,19.6519,-2.54925
267,2.26942,23.1924,-2.53236
268,3.69538,19.3916,-1.86826
271,4.12145,36.3007,-2.58082
272,3.48919,23.4717,-1.96155
275,2.94773,42.9816,-2.78691
276,3.75499,19.5921,-1.17836
279,4.27172,37.3412,-1.77149
280,3.50868,23.5522,-1.26159
281,3.13987,29.3363,3.61368
283,3.70459,51.0914,-2.12247
284,3.87507,20.0923,-0.728641
288,-0.198347,4.24505,-2.01996
290,3.59822,23.5526,-0.711518
291,0.0545952,7.39476,-2.09215
292,1.11799,10.9737,-2.23399
294,4.11529,20.7825,-0.248966
295,1.15171,14.9336,-2.34699
296,2.81618,19.6319,-2.54918
299,2.35941,23.1823,-2.53228
300,3.74524,19.2416,-1.8581
304,3.51887,23.1417,-1.93127
307,3.10774,42.9815,-2.79678
308,3.81494,19.542,-1.17827
311,4.42174,37.351,-1.78137
312,3.51834,23.1922,-1.25131
313,3.23987,29.3362,3.61376
315,3.51096,47.2717,-1.95972
316,3.95508,20.1122,-0.728589
320,-0.188356,4.23504,-2.01994
322,3.60787,23.1926,-0.691235
323,0.0845952,7.39474,-2.09213
324,1.16799,10.9736,-2.23395
326,4.19531,20.7924,-0.258906
327,1.20169,14.9135,-2.34693
331,2.42941,23.1823,-2.53222
332,3.7751,19.1016,-1.84797
336,3.51851,22.7717,-1.91099
339,3.25782,43.0613,-2.79671
340,3.8749,19.502,-1.17819
343,4.5518,37.4209,-1.78131
344,3.52799,22.8323,-1.23103
345,3.3298,29.2561,3.6039
347,3.49941,45.6318,-1.89847
352,-0.168338,4.24501,-2.02993
353,3.84007,47.3023,-0.859462
354,3.61756,22.8526,-0.690967
355,0.0945952,7.39473,-2.09212
356,1.20798,10.9636,-2.23391
358,4.26529,20.7723,-0.258832
359,1.25169,14.9135,-2.34689
363,2.5194,23.1622,-2.54213
364,3.83505,19.0515,-1.83788
367,3.80698,31.7112,-2.25758
368,3.52817,22.4218,-1.88071
371,3.39782,43.0612,-2.79659
372,3.93488,19.4719,-1.17812
375,3.9472,32.6016,-1.54814
376,3.54768,22.5022,-1.21076
377,3.45991,29.396,3.6239
379,3.56842,44.5918,-1.84762
380,5.27946,24.7309,-0.901005
383,28.4166,193.027,-4.66015
384,-0.155651,4.22548,-2.00988
385,3.9819,46.9626,-0.848319
386,3.63974,22.5231,-0.680386
387,0.147273,7.39515,-2.09199
388,1.2606,10.954,-2.23373
390,4.35782,20.7827,-0.258496
391,1.32427,14.9239,-2.34663
392,3.03858,19.5422,-2.52866
395,2.61185,23.1626,-2.54171
399,3.8085,30.8618,-2.19646
400,3.56032,22.0923,-1.85013
403,3.58005,43.1215,-2.80579
404,4.01737,19.4424,-1.17778
408,3.57989,22.2127,-1.2002
409,3.55227,29.2663,3.61452
412,4.15754,20.0326,-0.728102
416,-0.125642,4.22545,-2.01986
417,4.15191,46.9725,-0.848186
418,3.65945,22.2131,-0.670139
419,0.177264,7.38512,-2.09196
420,1.3006,10.954,-2.23369
422,4.4278,20.7527,-0.258416
423,1.37424,14.8939,-2.34657
424,3.09856,19.5122,-2.53859
427,2.68184,23.1525,-2.54165
428,3.96751,18.9919,-1.83748
432,3.57002,21.7823,-1.82989
435,3.37693,39.8519,-2.59352
436,4.08735,19.4123,-1.1777
440,3.59962,21.9327,-1.17998
441,3.69243,29.4762,3.64448
443,3.87043,44.422,-1.84652
444,4.98015,22.8417,-0.829517
448,-0.105642,4.22543,-2.01984
449,4.30176,46.8124,-0.847943
450,3.66915,21.8931,-0.659892
451,0.197255,7.37511,-2.09194
452,1.33057,10.924,-2.23365
454,4.50781,20.7626,-0.258357
455,1.42423,14.8838,-2.34652
459,2.77184,23.1525,-2.54157
460,4.0375,18.9718,-1.83741
463,3.89773,30.0517,-2.14579
464,3.58973,21.4823,-1.79965
467,3.40606,38.9419,-2.53282
468,4.14735,19.4122,-1.17765
472,3.61931,21.6027,-1.16972
475,4.03045,44.4419,-1.8464
476,4.32756,20.0624,-0.727984
480,-0.0855989,4.2554,-2.03985
481,4.492,47.0722,-0.84798
482,3.68888,21.593,-0.649652
483,0.227255,7.37508,-2.09191
484,1.37056,10.9139,-2.23361
486,4.5878,20.7525,-0.258284
487,1.46422,14.8738,-2.34648
492,4.09746,18.9318,-1.83733
496,3.60948,21.2323,-1.77945
499,3.42507,37.9119,-2.46203
500,4.21733,19.3922,-1.17758
504,3.619,21.2727,-1.14947
508,4.41766,20.1623,-0.737984
512,-0.0856425,4.22541,-2.01982
513,4.65194,47.012,-0.847803
515,0.247255,7.37506,-2.0919
516,1.40056,10.9139,-2.23358
519,1.52422,14.8737,-2.34643
520,3.30859,19.532,-2.54843
524,4.15746,18.9317,-1.83728
527,3.99715,29.4417,-2.10525
531,3.47444,37.2419,-2.42149
532,4.27733,19.3921,-1.17753
535,4.41886,31.8817,-1.51672
539,3.58458,38.1725,-1.5821
540,4.4876,20.1023,-0.727882
544,-0.0656605,4.2054,-2.01979
547,0.277255,7.37503,-2.09187
548,1.45055,10.9039,-2.23353
551,1.57421,14.8637,-2.34638
552,3.37858,19.5219,-2.54837
555,3.01178,23.0923,-2.53133
556,4.23745,18.9217,-1.83721
