-368.71,685.541,-23.8847
0.918473,-0.394166,-0.0322618
0.392434,0.918463,-0.0491978
0.0490234,0.0325262,0.998268
0,-2.30232,4.11518,-2.00222
1,-46.7917,106.601,-1.56418
2,-28.5528,86.6015,-2.27749
3,-3.54497,6.82403,-2.01059
4,-4.2383,10.1837,-2.08685
5,-46.876,123.043,0.520337
6,-37.9433,139.408,-1.09286
7,-5.91123,13.1622,-2.12381
8,-6.77624,18.1323,-2.33363
9,-46.9198,106.851,1.11692
11,-9.71153,23.3604,-2.58074
13,-47.445,124.56,3.60677
14,-37.8703,139.115,2.23596
15,-16.2087,40.7953,-2.8471
16,-13.4373,39.0693,-3.17614
17,-47.0579,107.2,3.83843
18,-53.6247,165.434,3.712
19,-20.794,46.0715,-3.00267
20,-16.7974,59.5968,-3.33295
23,-24.8513,63.9773,-2.89918
24,-21.6325,64.8619,-3.27836
27,-24.3012,54.2349,-2.1678
28,-37.8857,139.121,-4.44406
31,-46.6278,122.365,-2.52255
32,-2.29233,4.12519,-2.00219
33,-46.5421,107.001,-1.57281
34,-51.1655,159.638,-4.20279
35,-3.53499,6.84404,-2.01052
36,-4.20832,10.2037,-2.0868
37,-46.6066,123.653,0.522507
38,-37.3027,138.879,-1.09546
39,-5.86125,13.1823,-2.12377
40,-6.70625,18.1523,-2.33361
41,-46.3495,106.561,1.11532
42,-51.3629,160.222,-0.300304
43,-9.64159,23.4305,-2.58052
45,-46.7244,123.921,3.58368
46,-38.4141,143.154,2.30223
47,-16.1891,41.1855,-2.88559
48,-13.3375,39.2594,-3.18547
49,-46.8484,107.75,3.85041
50,-52.8944,165.145,3.70027
51,-20.7443,46.3816,-3.0215
52,-16.6477,59.897,-3.34189
55,-24.7217,64.3075,-2.908
56,-21.4427,65.0621,-3.28773
60,-37.3357,139.072,-4.4447
63,-46.4487,123.195,-2.52944
64,-2.29233,4.12519,-2.00219
65,-46.1021,107.012,-1.56313
66,-50.5455,159.618,-4.19337
