-214.819,737.175,-14.5724
0.97634,-0.211565,-0.0447361
0.211262,0.977363,-0.0114384
0.0461434,0.00171674,0.998933
0,1.1475,3.14955,-1.75898
1,7.21332,15.8687,-0.274452
2,9.30375,15.9192,-0.510508
3,2.26725,5.47969,-1.76447
4,4.67738,8.67024,-2.02666
5,8.28272,15.9685,0.0376436
6,10.4731,15.959,-0.178289
7,5.65707,11.3903,-2.02201
8,8.0869,13.9807,-2.08479
9,7.25256,15.9283,0.125684
10,9.40292,16.0487,-0.0701877
11,8.07638,15.6305,-1.9031
13,8.22197,15.8781,0.447437
14,10.4823,15.9485,0.251718
15,8.1451,15.7398,-1.22285
16,9.21559,15.7702,-1.49083
17,7.21181,15.8679,0.535546
18,9.36212,15.9883,0.359674
20,18.355,27.0216,-1.86211
23,14.9341,27.5708,-1.41791
24,16.5546,27.2212,-1.61526
27,13.3537,27.8904,-1.21052
28,48.0021,68.696,-2.77358
31,8.24351,15.8989,-0.382503
32,1.1675,3.14956,-1.75894
33,7.28332,15.8587,-0.274332
34,9.41375,15.9392,-0.510282
35,2.24722,5.40966,-1.74458
36,4.7174,8.65025,-2.03661
37,8.35273,15.9585,0.0377635
38,10.5931,15.989,-0.178034
39,5.69705,11.3603,-2.01197
40,8.1369,13.9507,-2.08473
41,7.33256,15.9683,0.125875
42,9.45292,16.0188,-0.0701258
43,8.16639,15.6405,-1.91292
44,10.4361,15.7706,-1.76856
45,8.31197,15.8881,0.447615
46,10.5823,15.9885,0.251946
47,8.22511,15.7498,-1.23269
48,9.2956,15.7602,-1.49069
49,7.28179,15.8579,0.545666
50,9.42213,15.9583,0.359755
51,7.26486,15.8296,-1.1044
55,15.0441,27.5508,-1.41773
56,16.6946,27.2212,-1.635
59,13.4637,27.8704,-1.21034
60,10.614,16.0195,-0.647965
63,8.31351,15.8989,-0.382372
64,1.1775,3.14956,-1.75892
65,7.33332,15.8487,-0.274249
66,9.46375,15.9192,-0.51021
67,2.30725,5.44969,-1.76442
68,4.7374,8.63025,-2.03659
69,8.43272,15.9785,0.0379332
71,5.73707,11.3604,-2.02189
72,8.1869,13.9307,-2.08466
73,7.39256,15.9383,0.125955
74,9.53292,16.0088,-0.0699872
75,8.23639,15.6405,-1.91279
76,10.5261,15.7807,-1.77838
77,8.37197,15.8781,0.447717
78,10.6923,16.0185,0.262182
79,8.29511,15.7498,-1.23256
80,9.3756,15.7602,-1.49054
81,7.36179,15.8779,0.545836
82,9.50213,15.9583,0.359904
83,7.32486,15.8296,-1.10429
84,10.6949,16.02,-1.10781
87,15.1641,27.5408,-1.41751
88,16.8146,27.2112,-1.63478
91,13.5737,27.8604,-1.22014
95,8.38352,15.889,-0.382252
96,1.19752,3.15957,-1.76887
97,7.41332,15.8387,-0.274111
98,47.0109,73.1255,-2.37082
99,2.33725,5.4697,-1.76435
100,4.76741,8.61026,-2.03656
101,8.50272,15.9785,0.0380636
103,5.77708,11.3204,-2.02186
104,8.23691,13.9007,-2.0846
105,7.47256,15.9683,0.126135
106,9.61292,16.0288,-0.0698175
107,8.30639,15.6305,-1.91267
108,10.5961,15.7807,-1.77825
109,8.48195,15.9281,0.457973
111,8.37513,15.7598,-1.2424
112,9.45561,15.7702,-1.50038
113,7.43179,15.8879,0.545977
114,9.58213,15.9583,0.360053
115,7.40487,15.8196,-1.10415
116,10.8749,16.15,-1.11734
119,15.2742,27.5008,-1.41735
120,16.9246,27.1812,-1.63461
123,13.6937,27.8504,-1.21993
124,10.944,16.2495,-0.657111
127,8.46353,15.909,-0.392083
128,1.22753,3.16958,-1.77881
129,7.49332,15.8587,-0.273941
130,47.1809,72.8255,-2.37082
131,2.35725,5.4497,-1.76433
132,4.79741,8.59026,-2.03652
133,8.59272,15.9985,0.0382519
134,10.9831,16.199,-0.18709
135,5.81708,11.3104,-2.0218
136,8.27691,13.8707,-2.08455
137,7.55256,15.9783,0.126295
138,9.72292,16.0588,-0.0695815
139,8.37641,15.6306,-1.92254
140,10.6961,15.7907,-1.78805
141,8.54195,15.9181,0.458075
142,11.0023,16.2086,0.262957
143,8.45513,15.7599,-1.24226
144,9.52561,15.7702,-1.50025
145,7.50179,15.8779,0.546097
146,9.66213,15.9583,0.360202
147,7.47487,15.8196,-1.10402
148,10.9449,16.13,-1.11723
151,15.3742,27.4808,-1.41719
152,17.0346,27.1513,-1.63444
155,13.8037,27.8305,-1.21974
156,11.004,16.2095,-0.657041
159,8.54353,15.909,-0.391934
160,1.19748,3.11955,-1.74891
161,7.56332,15.8587,-0.273811
162,47.3909,72.5955,-2.35066
163,2.34724,5.38969,-1.75441
164,4.82741,8.57026,-2.03649
166,11.0731,16.1791,-0.186943
167,5.85708,11.2904,-2.02174
168,8.33691,13.8407,-2.08447
169,7.61256,15.9483,0.126375
170,9.78292,16.0288,-0.069501
171,8.45641,15.6306,-1.92239
172,10.7861,15.7907,-1.78788
174,11.0623,16.1686,0.263027
175,8.52513,15.7499,-1.24214
176,9.61563,15.7703,-1.51008
177,7.56179,15.8779,0.546208
178,9.76212,15.9983,0.36043
179,7.54488,15.8296,-1.11388
180,11.0349,16.13,-1.12707
184,17.1646,27.1413,-1.64421
187,13.9337,27.8205,-1.20951
192,1.21748,3.09955,-1.7489
