-206.791,739.239,-14.2174
0.975626,-0.213943,-0.0488003
0.213773,0.976844,-0.00873331
0.0495387,-0.00191173,0.99877
0,0.654704,3.4287,-1.76336
1,4.36603,15.7576,-0.277517
3,1.40555,5.88844,-1.77218
4,3.24713,9.26781,-2.00902
5,5.29552,15.8873,0.0142266
6,7.1659,15.8867,-0.182242
7,3.788,12.0076,-1.98826
8,5.7691,14.887,-2.05479
9,4.40537,15.8676,0.0925479
11,5.16881,15.5572,-1.78598
12,7.04855,15.6766,-1.62245
13,5.25478,15.7974,0.394159
14,7.16516,15.8867,0.207757
15,5.20765,15.6472,-1.15592
16,6.10809,15.6669,-1.38422
17,4.38461,15.7977,0.482516
19,8.13269,27.0362,-1.80147
20,12.3922,26.2048,-1.68335
23,9.51165,26.7158,-1.30884
24,10.9319,26.4653,-1.49613
27,4.37675,15.7776,-0.657499
28,7.15668,15.8666,-0.602259
31,5.25623,15.8073,-0.375841
32,0.674752,3.45869,-1.78333
33,4.43603,15.7576,-0.277384
34,6.24645,15.8269,-0.483973
35,1.39548,5.80845,-1.75219
36,3.28714,9.25779,-2.01894
37,5.35552,15.8773,0.0143408
38,7.21589,15.8566,-0.182145
39,3.828,11.9976,-1.98818
40,5.82909,14.8769,-2.05467
41,4.47537,15.8876,0.0926782
42,6.26571,15.877,-0.0839409
43,5.22881,15.5572,-1.78587
44,7.12853,15.6765,-1.6123
45,5.32478,15.7973,0.394291
46,7.23516,15.8867,0.207889
47,5.26768,15.6672,-1.16581
48,6.1781,15.6769,-1.38409
49,4.44461,15.7976,0.482629
50,6.24496,15.837,0.306024
51,8.2327,27.0162,-1.81128
52,12.4922,26.1847,-1.68316
54,6.2442,15.8371,0.706024
55,9.61165,26.7057,-1.30865
56,11.0319,26.4453,-1.49594
59,4.44678,15.7975,-0.667369
60,7.23669,15.8866,-0.60211
63,5.31623,15.7873,-0.375726
64,0.674727,3.43869,-1.77333
65,4.49603,15.7576,-0.277271
66,6.32646,15.8569,-0.483825
67,1.42548,5.80844,-1.75213
68,3.32713,9.23778,-2.01887
69,5.42553,15.9173,0.0144692
70,7.29589,15.8766,-0.181996
71,3.87799,11.9776,-1.98808
72,5.87909,14.8669,-2.05458
73,4.52535,15.8676,0.102774
74,6.36572,15.9269,-0.0837568
75,5.29881,15.5571,-1.78574
76,7.19857,15.6765,-1.63216
77,5.38477,15.7873,0.394405
78,7.30517,15.8967,0.20802
79,5.33768,15.6672,-1.16568
80,6.24809,15.6669,-1.38396
81,4.48459,15.7476,0.48271
82,6.32496,15.857,0.306174
83,8.33269,26.9861,-1.81109
84,12.6022,26.1547,-1.68295
86,6.37422,15.957,0.716258
87,9.71164,26.6857,-1.30846
88,11.1319,26.4352,-1.49575
91,4.49677,15.7775,-0.667272
92,7.29669,15.8866,-0.601996
95,5.38623,15.7972,-0.375594
96,0.684698,3.40869,-1.7633
97,4.55603,15.7575,-0.277158
98,6.38645,15.8269,-0.483709
99,1.44548,5.80843,-1.75209
100,3.35713,9.22777,-2.01881
101,5.48552,15.8872,0.0145853
102,7.35589,15.8766,-0.181883
103,3.91799,11.9576,-1.98801
104,5.92908,14.8369,-2.05448
105,4.58537,15.8776,0.0928868
106,6.42572,15.9269,-0.0836435
107,5.35883,15.5571,-1.79563
108,7.26857,15.6765,-1.63203
109,5.44477,15.7873,0.394518
110,7.37516,15.8966,0.208152
111,5.39768,15.6672,-1.16556
112,6.30811,15.6668,-1.39384
113,4.56461,15.8076,0.482855
114,6.40497,15.877,0.306323
115,8.43268,26.9661,-1.8109
116,12.7022,26.1247,-1.68276
119,9.81165,26.6657,-1.31827
120,11.2419,26.4052,-1.49554
123,4.55677,15.7675,-0.667158
124,7.37669,15.8966,-0.601846
127,5.44622,15.7772,-0.375479
128,0.694698,3.40868,-1.76329
129,4.61604,15.7775,-0.277046
130,6.45646,15.8669,-0.483581
131,1.46548,5.80843,-1.75206
132,3.38711,9.20776,-2.00875
133,5.55553,15.8972,0.0147165
134,7.4459,15.8966,-0.181715
135,3.95799,11.9576,-1.98793
136,5.97907,14.8169,-2.05439
137,4.65537,15.8875,0.0930181
138,6.49572,15.9269,-0.0835113
139,5.40883,15.5671,-1.79553
140,7.33857,15.6765,-1.6319
141,5.51478,15.7973,0.39465
142,7.43516,15.8766,0.208268
143,5.45768,15.6671,-1.16545
144,6.37811,15.6668,-1.39371
145,4.6246,15.7876,0.48297
146,6.45496,15.847,0.30642
147,8.53268,26.9761,-1.81071
148,12.8122,26.1346,-1.69255
151,9.92166,26.6756,-1.31806
152,11.3419,26.3951,-1.49535
155,4.62679,15.8175,-0.667031
156,7.43669,15.8865,-0.601732
159,5.51624,15.8372,-0.375353
160,0.704675,3.39868,-1.75327
161,4.66603,15.7675,-0.276951
162,6.52647,15.8469,-0.493446
163,1.48548,5.79842,-1.75202
164,3.41713,9.21775,-2.01869
165,5.63554,15.9472,0.0148629
166,7.51592,15.9065,-0.191583
167,4.00798,11.9376,-1.98784
168,6.03907,14.8069,-2.05427
169,4.72538,15.8975,0.0931493
170,6.58574,15.9669,-0.0833452
171,5.48883,15.5671,-1.79538
172,7.40859,15.6964,-1.64177
173,5.57478,15.7973,0.394763
174,7.51516,15.8966,0.208417
175,5.51767,15.6571,-1.16533
176,6.44811,15.6768,-1.39358
177,4.7046,15.8376,0.493116
178,6.54497,15.8869,0.306586
179,8.62267,26.936,-1.81054
180,12.9122,26.1046,-1.69236
183,10.0217,26.6756,-1.31787
184,11.4319,26.3751,-1.49518
187,4.68677,15.7775,-0.666914
188,7.51669,15.8965,-0.601582
191,5.58624,15.8172,-0.375219
192,0.714672,3.38868,-1.75325
193,4.72602,15.7375,-0.276835
194,6.59648,15.8668,-0.493316
195,1.49544,5.73842,-1.74199
196,3.45712,9.18774,-2.01862
197,5.68553,15.9072,0.014961
198,40.2079,77.0955,-0.935633
199,4.04798,11.9275,-1.98776
200,6.08906,14.7869,-2.05418
201,4.78537,15.8775,0.0932644
202,6.64573,15.9468,-0.08323
203,5.54883,15.5671,-1.79527
204,7.48859,15.6964,-1.64162
205,5.65479,15.8272,0.394911
206,7.57514,15.8766,0.218532
207,5.58768,15.6671,-1.1652
208,6.51811,15.6768,-1.39345
209,4.75461,15.8075,0.483214
210,6.60497,15.8769,0.3067
211,8.73267,26.926,-1.81033
212,13.0222,26.0846,-1.69215
215,10.1317,26.6656,-1.31766
216,11.5519,26.3551,-1.49495
219,4.75678,15.7874,-0.666782
220,7.57668,15.8665,-0.601466
223,5.65624,15.8272,-0.375087
224,0.714669,3.37868,-1.75325
225,4.80604,15.7874,-0.276689
226,6.66647,15.8568,-0.493183
227,1.50543,5.72841,-1.74197
228,3.48711,9.17773,-2.01856
229,5.75554,15.9372,0.0150904
230,7.65592,15.9065,-0.191319
231,4.08795,11.9175,-1.97768
232,6.13905,14.7568,-2.05408
233,4.82536,15.8575,0.0933418
234,6.69573,15.9368,-0.0831347
235,5.60885,15.567,-1.80515
236,7.55859,15.7064,-1.64149
237,5.71477,15.8272,0.405024
238,7.65515,15.8965,0.218681
239,5.6477,15.6671,-1.17509
240,6.57814,15.6867,-1.40334
241,4.8246,15.8375,0.493343
242,6.65496,15.8469,0.306798
243,8.82266,26.906,-1.81016
244,13.1222,26.0645,-1.69196
247,10.2417,26.6655,-1.31745
248,11.6519,26.345,-1.50476
251,4.80677,15.7674,-0.666686
252,7.66672,15.9065,-0.6113
255,5.71626,15.8271,-0.384974
256,0.734669,3.37867,-1.75321
257,4.86604,15.7774,-0.276574
258,6.71646,15.8268,-0.493086
259,1.52541,5.70841,-1.73193
260,3.51711,9.16772,-2.0185
261,5.81553,15.8971,0.0152074
262,7.73592,15.9065,-0.191168
263,4.13797,11.9075,-1.98759
264,6.19905,14.7468,-2.05396
265,4.90537,15.8874,0.0934901
266,6.76572,15.9268,-0.0830016
267,5.67885,15.567,-1.80502
268,7.62861,15.6864,-1.65135
269,5.78477,15.8372,0.405156
270,7.73515,15.8965,0.218832
271,5.7177,15.6671,-1.17496
272,6.64814,15.6967,-1.4032
273,4.86458,15.7775,0.493424
274,6.72497,15.8769,0.306927
275,8.92265,26.8859,-1.80997
276,13.2322,26.0545,-1.69175
279,10.3517,26.6755,-1.32725
280,11.7519,26.315,-1.50457
283,4.86677,15.7774,-0.666574
284,7.74672,15.9264,-0.61115
287,5.77625,15.7971,-0.384858
288,0.754691,3.38866,-1.76317
289,4.93604,15.7974,-0.276444
290,6.79647,15.8568,-0.492938
291,1.53543,5.7184,-1.74192
292,3.55711,9.1577,-2.01842
293,5.88553,15.9071,0.0153386
294,7.81593,15.9164,-0.191018
295,4.17797,11.9075,-1.98751
296,6.24906,14.7168,-2.06387
297,4.98538,15.9174,0.0936383
298,6.83573,15.9368,-0.0828703
299,5.73886,15.577,-1.80491
300,7.69861,15.6864,-1.65122
301,5.83476,15.8172,0.405252
302,7.80513,15.8965,0.228964
303,5.7877,15.677,-1.17483
304,6.71814,15.6867,-1.40307
305,4.94458,15.8175,0.503571
306,6.81497,15.8868,0.307096
307,9.03265,26.8759,-1.80976
308,13.3422,26.0245,-1.69154
311,5.837,15.7971,-0.784744
312,11.8619,26.305,-1.50436
315,4.94678,15.8074,-0.666426
316,7.81672,15.9064,-0.611016
319,5.84626,15.8271,-0.384729
