-299.7,713.671,-19.5992
0.954758,-0.290575,-0.0632686
0.288434,0.956626,-0.0408897
0.0724059,0.020791,0.997159
0,-2.27706,3.92856,-1.94512
1,-70.6986,146.249,-2.5716
2,-41.3441,111.686,-3.27834
3,-3.49148,6.30623,-1.89126
4,-4.07638,8.9051,-1.86835
6,-36.2264,114.784,-1.23512
7,-5.41001,10.8725,-1.80458
8,-5.77511,13.5618,-1.80199
10,-44.4155,120.168,-0.566792
11,-7.26834,15.309,-1.7481
12,-6.62494,18.7402,-1.79675
14,-37.8514,120.049,1.61155
15,-9.60858,20.8944,-1.53993
20,-30.7405,96.9575,-5.76769
23,-42.8754,100.304,-4.89388
24,-37.3872,100.755,-5.45323
27,-49.8289,102.54,-4.45
28,-34.2889,108.459,-3.80312
31,-48.7683,114.381,-2.7033
32,-2.26708,3.93858,-1.94513
33,-69.5564,145.082,-2.55446
34,-40.9241,111.666,-3.2791
35,-3.47146,6.29626,-1.89131
36,-4.0464,8.91516,-1.8684
38,-35.8265,114.835,-1.23579
39,-5.38003,10.8826,-1.80463
40,-5.72517,13.5919,-1.80206
42,-43.7945,119.669,-0.558247
43,-7.21838,15.3291,-1.74817
44,-6.56496,18.7504,-1.79685
46,-37.2303,119.46,1.60003
47,-9.53866,20.9345,-1.54003
50,-50.3534,137.944,2.73653
51,-10.8187,21.032,-1.4477
52,-6.68455,19.1596,-1.12634
55,-42.5557,100.484,-4.89431
56,-37.0474,100.865,-5.45375
59,-49.5795,102.881,-4.45019
60,-33.8688,108.4,-3.7939
63,-48.3283,114.402,-2.69407
64,-2.2471,3.93863,-1.95517
65,-69.1773,145.582,-2.55476
66,-40.4338,111.507,-3.27008
67,-3.4515,6.3163,-1.89133
68,-4.01644,8.93522,-1.86844
70,-35.4167,114.955,-1.23643
71,-5.33005,10.8927,-1.80471
72,-5.67519,13.602,-1.80214
74,-43.1737,119.26,-0.559637
75,-7.15843,15.3592,-1.74825
76,-6.48496,18.7505,-1.79699
78,-36.4986,118.541,1.58808
79,-9.47881,21.0046,-1.55008
87,-42.3065,100.875,-4.91447
88,-36.7279,101.096,-5.46414
91,-49.2198,103.042,-4.45071
95,-47.7478,114.123,-2.68529
96,-2.23706,3.93863,-1.93519
97,-67.2419,142.756,-2.50022
98,-39.9435,111.358,-3.26105
99,-3.42152,6.32636,-1.89137
100,-3.98644,8.93527,-1.86849
103,-5.3001,10.9227,-1.80474
104,-5.64523,13.6221,-1.80218
106,-42.5428,118.771,-0.561103
107,-7.10845,15.3693,-1.74833
108,-6.41494,18.7506,-1.78711
111,-9.40879,21.0048,-1.5402
112,-7.58547,19.1783,-1.62474
115,-10.5583,20.8625,-1.42828
116,-6.54463,19.1999,-1.12656
119,-41.9266,100.956,-4.90508
120,-36.3781,101.217,-5.46467
123,-48.8702,103.242,-4.46118
124,-6.54384,19.1996,-0.676559
127,-47.1672,113.844,-2.67652
128,-2.21706,3.93867,-1.93522
130,-39.4834,111.309,-3.2619
131,-3.41154,6.33638,-1.89138
132,-3.96646,8.94531,-1.86852
135,-5.27012,10.9328,-1.80478
136,-5.58526,13.6422,-1.80227
138,-41.922,118.373,-0.552486
139,-7.05851,15.3994,-1.7484
140,-6.34492,18.7408,-1.78724
143,-9.28866,20.935,-1.54047
144,-8.28003,21.4171,-1.8019
147,-10.4683,20.8527,-1.42845
151,-41.6171,101.206,-4.91544
152,-36.0685,101.437,-5.46506
155,-48.5206,103.443,-4.46165
159,-46.6871,113.805,-2.66739
160,-2.20708,3.94869,-1.93523
161,-62.4366,134.885,-2.35438
162,-39.0333,111.27,-3.25272
163,-3.38156,6.34643,-1.89143
164,-3.92648,8.95539,-1.86858
165,-58.6211,144.88,0.216122
167,-5.22012,10.9329,-1.80487
168,-5.5353,13.6623,-1.80234
170,-41.3615,118.074,-0.55369
171,-6.99851,15.3995,-1.74851
172,-6.28492,18.7409,-1.78735
174,-6.40218,19.1892,0.253185
175,-9.33934,21.2749,-1.56013
176,-7.58638,19.6283,-1.65441
179,-10.3482,20.7929,-1.4187
183,-41.3076,101.457,-4.91581
184,-35.7088,101.558,-5.46561
187,-48.2212,103.733,-4.46197
188,-32.1483,108.153,-3.77711
191,-46.1467,113.596,-2.65849
192,-2.19712,3.95872,-1.94524
193,-61.3444,133.697,-2.33717
194,-38.5731,111.181,-3.24359
195,-3.36156,6.34647,-1.89146
196,-3.89651,8.97545,-1.86862
197,-55.529,138.526,0.206076
199,-5.18018,10.963,-1.80492
200,-5.49532,13.6724,-1.80241
202,-40.8612,117.925,-0.55468
203,-6.95859,15.4396,-1.74855
204,-6.20494,18.751,-1.78748
206,-6.37246,19.3392,0.253242
207,-9.27949,21.355,-1.56018
211,-10.2381,20.7431,-1.41893
212,-28.7721,97.7713,-5.78057
215,-40.9479,101.588,-4.91635
216,-35.3791,101.749,-5.47605
219,-47.9017,103.994,-4.47235
220,-31.7382,108.134,-3.76785
223,-45.6565,113.507,-2.65942
224,-2.1771,3.95875,-1.93528
225,-59.6195,131.19,-2.29202
226,-38.103,111.112,-3.24447
227,-3.3416,6.36651,-1.89148
228,-3.85653,8.98552,-1.86868
229,-53.8035,135.6,0.200918
230,-33.1663,114.76,-1.23054
231,-5.1402,10.973,-1.80498
232,-5.43538,13.6925,-1.8125
234,-40.3008,117.716,-0.555819
235,-6.87861,15.4497,-1.74868
236,-6.12492,18.7412,-1.78763
238,-6.33273,19.4793,0.253273
239,-9.23974,21.4751,-1.57016
243,-10.1882,20.8232,-1.41896
244,-28.4425,97.9719,-5.79101
247,-40.6083,101.798,-4.92679
248,-35.0295,101.959,-5.47651
