-328.094,703.197,-21.5677
0.939254,-0.339399,-0.0510826
0.337526,0.940382,-0.0419313
0.0622686,0.0221424,0.997814
0,-0.0130535,4.15122,-1.98198
1,10.7672,106.794,-1.93735
2,19.3481,96.6134,-2.94056
3,0.203913,6.7915,-1.9336
4,1.1008,9.45254,-1.94591
5,15.2651,101.61,-0.0691084
6,23.2248,92.4089,-1.18221
7,1.01797,11.9225,-1.88714
8,2.17481,14.6138,-1.90974
9,10.7894,106.995,0.542526
10,19.3802,96.7847,-0.640678
11,1.81213,16.9534,-1.86061
12,4.15938,19.2962,-1.87422
14,23.237,92.37,1.0278
15,14.0474,93.9852,-6.70384
16,3.39827,20.3854,-1.71403
19,9.95139,99.3106,-6.45255
20,23.1208,92.0164,-5.6019
23,15.1908,101.168,-4.8388
24,19.306,96.4021,-5.2304
27,10.7152,106.353,-4.42706
28,23.1728,92.1676,-3.39204
31,15.2131,101.329,-2.44891
32,0.00692472,4.16124,-1.992
33,11.1177,106.404,-1.92749
34,19.6485,96.2838,-2.93068
35,0.223913,6.79153,-1.93362
36,1.1308,9.45258,-1.94594
37,15.5856,101.241,-0.0692339
38,23.5151,92.1192,-1.17235
39,1.04797,11.9225,-1.88717
40,2.22482,14.6039,-1.90978
41,11.1399,106.576,0.542397
42,19.6905,96.475,-0.640825
43,1.87214,16.9435,-1.86067
44,4.22938,19.2962,-1.87429
46,23.5174,92.0704,1.01767
47,14.3874,93.9256,-6.70415
48,3.44839,20.2954,-1.70403
51,10.3015,99.211,-6.45285
52,23.4211,91.7368,-5.58206
55,15.5113,100.808,-4.81893
56,19.5964,96.0625,-5.21051
59,11.0756,106.003,-4.41724
60,23.4532,91.8679,-3.39216
63,15.5335,100.979,-2.44904
64,0.0169581,4.14126,-1.982
65,11.4482,105.955,-1.92758
66,19.9388,96.0141,-2.93083
67,0.243913,6.79155,-1.93364
68,1.16081,9.44261,-1.94597
69,15.8959,100.921,-0.0693758
70,23.7954,91.8395,-1.17248
71,1.10797,11.9226,-1.88723
72,2.29483,14.594,-1.90985
73,11.4605,106.106,0.542324
74,19.9709,96.1353,-0.640926
75,1.93216,16.9236,-1.86072
