-210.014,738.404,-14.3524
0.975732,-0.212833,-0.0514742
0.212595,0.977088,-0.0101271
0.0524502,-0.00106179,0.998623
0,0.856458,3.3179,-1.75104
1,5.47361,15.7849,-0.278107
2,7.38341,15.8342,-0.509869
3,1.74756,5.71749,-1.76048
4,3.80884,8.99668,-2.0105
6,8.43375,15.9235,-0.200801
7,4.52012,11.7363,-1.99957
8,6.71135,14.5454,-2.07999
9,5.52403,15.9247,0.101928
10,7.44386,15.9539,-0.0898555
11,6.29206,15.5754,-1.829
12,8.32225,15.7144,-1.69082
14,8.41411,15.8733,0.209188
15,6.3427,15.685,-1.19898
16,7.29249,15.6947,-1.42987
17,5.47434,15.7945,0.491899
18,7.42423,15.9237,0.310146
19,5.53291,15.9253,-1.08808
20,14.6372,26.5315,-1.78044
23,6.41314,15.8348,-0.798959
24,13.0675,26.7821,-1.56882
27,5.48324,15.8051,-0.678104
28,40.8969,71.42,-2.87893
31,6.41352,15.8245,-0.388965
32,0.856453,3.3079,-1.75104
33,5.54362,15.8149,-0.278155
34,7.44342,15.8441,-0.509919
35,1.76755,5.69748,-1.76051
36,3.84884,8.98666,-2.01054
37,6.48391,15.8443,0.0109808
38,8.51375,15.9235,-0.200876
39,4.57012,11.7363,-1.99962
40,6.75133,14.5154,-2.08004
41,5.58402,15.9046,0.10186
42,7.52388,15.9838,-0.089913
43,6.36205,15.5754,-1.83906
44,8.39225,15.7144,-1.69089
45,6.48428,15.854,0.400986
46,8.51413,15.9132,0.209118
47,6.4127,15.695,-1.19904
48,7.38248,15.7047,-1.43994
49,5.56435,15.8344,0.491837
50,7.47421,15.8936,0.310081
52,14.7472,26.5015,-1.78056
55,11.6878,27.0527,-1.37737
56,13.1975,26.7721,-1.56895
59,5.55325,15.8151,-0.678164
60,40.9967,71.01,-2.86926
64,0.856444,3.2879,-1.75105
65,5.61362,15.8148,-0.278221
66,39.9999,77.1802,-2.52473
67,1.78755,5.69747,-1.76052
68,3.86882,8.96666,-2.02057
70,8.57374,15.9034,-0.200944
71,4.60011,11.7063,-1.99966
72,6.80132,14.4953,-2.0801
73,5.65403,15.9246,0.101806
74,7.58388,15.9838,-0.0899693
75,6.42205,15.5854,-1.83911
76,8.46224,15.7143,-1.70095
77,6.55428,15.854,0.400921
78,8.58413,15.9232,0.209058
79,6.4727,15.685,-1.1991
80,7.44248,15.7047,-1.44
81,5.60434,15.8144,0.491788
82,7.55422,15.9036,0.310012
83,5.71298,16.0853,-1.09816
84,14.8471,26.4714,-1.78067
87,11.7878,27.0326,-1.37748
88,13.2975,26.762,-1.56905
91,5.61325,15.8251,-0.678215
92,41.1967,70.8399,-2.85955
95,6.56355,15.8745,-0.389077
96,0.866444,3.28789,-1.75106
97,5.67362,15.8048,-0.278283
98,40.2298,76.8901,-2.51512
99,1.80754,5.66746,-1.76056
100,3.90881,8.95664,-2.02062
101,6.63392,15.8642,0.0108518
102,8.68376,15.9434,-0.201024
103,4.66009,11.6963,-2.00973
104,6.86131,14.4753,-2.08017
105,5.71402,15.9146,0.101744
106,7.65386,15.9538,-0.0900524
107,6.49204,15.5753,-1.84918
108,8.54225,15.7143,-1.69103
109,6.62428,15.854,0.400855
110,8.67413,15.9231,0.208973
111,6.5527,15.6949,-1.19917
112,7.52248,15.7046,-1.44008
113,5.68437,15.8444,0.501731
114,7.6142,15.8736,0.309938
115,5.73293,15.9753,-1.09824
116,14.9771,26.4514,-1.78081
119,11.8978,26.9926,-1.36761
120,13.4075,26.722,-1.57918
123,5.69326,15.855,-0.688272
124,8.66334,15.9136,-0.631023
127,6.63354,15.8644,-0.389148
128,0.886444,3.28788,-1.75108
129,5.75364,15.8648,-0.288323
130,7.68344,15.884,-0.510121
131,1.82755,5.68745,-1.76057
132,3.93882,8.93662,-2.01066
133,6.72394,15.9242,0.0108023
134,8.76377,15.9633,-0.201087
135,4.69008,11.6763,-2.00977
136,6.9113,14.4553,-2.08023
137,5.78402,15.9145,0.101678
138,7.72387,15.9738,-0.0901064
139,6.55204,15.5853,-1.84923
140,8.62224,15.7343,-1.71109
141,6.67426,15.824,0.400791
142,8.74414,15.9331,0.208914
143,6.6127,15.6949,-1.19923
144,7.58248,15.7146,-1.45013
145,5.75438,15.8443,0.511665
146,7.69422,15.9035,0.309881
147,5.73286,15.8053,-1.08834
148,15.0871,26.4513,-1.79091
151,11.9978,26.9825,-1.3777
152,13.5075,26.7019,-1.56928
156,8.75334,15.9436,-0.641089
159,6.69354,15.8744,-0.399198
160,0.906439,3.27787,-1.75111
162,7.78346,15.934,-0.510186
163,1.87754,5.71744,-1.7806
164,3.9788,8.92661,-2.0207
165,6.79394,15.9241,0.0107366
166,8.81374,15.9133,-0.201163
167,4.74007,11.6563,-2.00982
168,6.97129,14.4353,-2.0803
170,7.80386,15.9537,-0.0901931
171,6.63205,15.5953,-1.8493
172,8.70224,15.7242,-1.71117
173,6.76429,15.8539,0.410724
174,8.82414,15.9331,0.208839
175,6.68269,15.6949,-1.20929
176,7.66247,15.7046,-1.45021
178,7.77422,15.9135,0.309812
179,5.86292,15.9552,-1.09837
180,15.2071,26.4313,-1.79103
183,12.1178,26.9625,-1.37783
184,13.6274,26.6819,-1.57941
188,41.7463,70.0296,-2.85053
191,6.75352,15.8344,-0.399278
192,0.926435,3.28787,-1.76112
194,7.83344,15.8839,-0.510262
195,1.88754,5.69743,-1.77062
196,4.0088,8.9166,-2.02073
197,6.86394,15.9241,0.010671
198,8.89374,15.9133,-0.201238
199,4.77007,11.6462,-2.00986
200,7.02129,14.4052,-2.07036
202,7.86386,15.9437,-0.0902552
203,6.70204,15.5953,-1.85937
204,8.77224,15.7342,-1.71123
205,6.83429,15.8539,0.410658
