-229.509,733.409,-15.2771
0.975424,-0.213792,-0.0533029
0.213107,0.976858,-0.0182893
0.0559794,0.00648059,0.998411
0,-2.37447,3.34968,-1.72634
1,-9.47564,15.0894,-0.299818
2,-20.8657,44.7992,-1.41455
3,-3.61454,5.40964,-1.69694
4,-4.83448,8.83963,-1.92743
5,-23.6266,44.939,-0.00624575
6,-17.5762,42.9592,-0.532652
7,-6.34456,10.7996,-1.87821
8,-6.95462,13.6096,-1.88837
9,-27.0068,45.8989,0.281735
10,-7.68578,15.2594,-0.0886951
11,-8.41472,14.8795,-1.78918
12,-6.7149,14.9896,-1.49811
13,-23.3273,44.3489,1.13389
14,-17.1568,41.8691,0.507523
15,-8.4451,14.9495,-1.16919
16,-7.565,14.9795,-1.33864
17,-9.47613,15.0893,0.490182
18,-20.037,42.949,0.805823
19,-9.38514,14.9295,-1.09977
20,-6.75525,15.0895,-0.938132
22,-7.70625,15.2994,0.671295
23,-8.53534,15.1195,-0.789233
24,-7.63529,15.1495,-0.868673
27,-9.45539,15.0494,-0.699808
28,-17.8055,43.5393,-1.62275
31,-24.2959,46.2691,-1.19656
32,-2.36446,3.36968,-1.73633
33,-9.41564,15.1194,-0.299778
34,-20.6257,44.6892,-1.41441
35,-3.60454,5.43964,-1.69694
36,-4.79448,8.84963,-1.92741
37,-23.3066,44.699,-0.00606628
38,-17.3662,42.8692,-0.532529
39,-6.30456,10.8196,-1.87819
40,-6.90462,13.6496,-1.88834
41,-26.7368,45.7889,0.281894
42,-7.63578,15.2594,-0.0886641
43,-8.34472,14.8695,-1.77913
44,-6.6449,14.9796,-1.49807
45,-23.0872,44.2589,1.13404
46,-16.9568,41.7891,0.50764
47,-8.3851,14.9595,-1.16915
48,-7.515,14.9895,-1.33861
49,-9.42613,15.1193,0.490216
50,-19.827,42.8691,0.795946
51,-9.31514,14.9295,-1.09973
52,-6.68525,15.0995,-0.938088
54,-7.62625,15.2594,0.671342
55,-8.47534,15.1295,-0.789195
56,-7.57529,15.1595,-0.868635
59,-9.3954,15.0794,-0.699769
60,-17.5955,43.4593,-1.61263
63,-24.0259,46.1291,-1.1964
64,-2.35447,3.37968,-1.73632
65,-27.536,47.599,-0.94846
66,-20.3957,44.5792,-1.40427
68,-4.75448,8.85963,-1.92738
69,-23.0065,44.479,-0.00589763
70,-17.1662,42.7792,-0.532412
71,-6.27456,10.8396,-1.87817
72,-6.86462,13.6496,-1.88831
73,-26.4568,45.6689,0.282058
74,-7.55578,15.2494,-0.0886153
75,-8.27472,14.8695,-1.77909
76,-6.5849,14.9996,-1.49803
77,-22.8572,44.189,1.12417
78,-16.7668,41.7391,0.507754
